date,open,high,low,close,volume,momentum,avg_price,range,ohlc,ema_10,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_hist,adx,plus_di,minus_di,rsi,stoch_k,stoch_d,cci,williams_r,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr,target_5day_return
2008-04-06 21:00:00+00:00,0.92203,0.92844,0.91787,0.9258,21194,0.004088804051928907,0.923535,0.01057000000000008,0.923535,0.9187246893564296,0.9186419658013449,0.9214510053077941,0.923560980348541,0.9249514310960776,-0.0008393803086776952,-0.002446277163647925,0.0016068968549702296,14.890153983420381,31.897427217332393,18.051794177386537,72.3352165725046,91.34993446920024,90.27932992887986,74.3344701952043,-8.650065530799763,0.9350471907288704,0.916075,0.8971028092711295,0.03794438145774093,0.7562961794707557,0.008440000000000012,0.0022467055519550527
2008-04-07 21:00:00+00:00,0.92578,0.9322,0.92423,0.93185,24140,0.006534888744869294,0.928515,0.007970000000000033,0.928515,0.9211111094734423,0.9198998738202645,0.921858809021214,0.9237251193515402,0.9250200735727335,0.00029361555885210056,-0.0018982986191479199,0.0021919141780000206,15.492651714338667,33.21047992949276,17.08997676468226,76.06501283147985,98.97899649941635,92.74179823148808,134.49973553834832,-1.0210035005836426,0.9334109129731519,0.91577,0.898129087026848,0.03528182594630391,0.9557587247460617,0.008915000000000015,-0.005151043622900642
2008-04-08 21:00:00+00:00,0.93183,0.93212,0.92615,0.92845,27340,-0.0036486558995546536,0.9296374999999999,0.00596999999999992,0.9296374999999999,0.9224454532055436,0.9207141715516678,0.9221172870988135,0.923818681344579,0.9250542021939004,0.0009067192663599899,-0.001337295042046338,0.002244014308406328,16.43625155046697,29.230385638297847,15.350731382978685,69.68799023880075,87.15753424657524,92.49548840506394,126.19723099850748,-12.842465753424761,0.9344673499688592,0.9161065,0.8977456500311409,0.03672169993771823,0.8361363994840958,0.00859428571428573,-0.001841779309602054
2008-04-09 21:00:00+00:00,0.92843,0.93462,0.92837,0.93204,27698,0.0038666594862404313,0.930865,0.006249999999999978,0.930865,0.9241899162590811,0.9217928218800804,0.9225064130949384,0.9239814797337952,0.9251237126198317,0.0016631199572411104,-0.0007372120421888484,0.002400331999429959,17.393140830796174,24.77907078484555,16.160643975850878,64.59690553745929,91.8406072106261,92.65904598553924,143.0232156628026,-8.159392789373904,0.9355082911128986,0.9163695000000001,0.8972307088871015,0.038277582225797024,0.9093910610017277,0.008163571428571437,-0.005922492596884266
2008-04-10 21:00:00+00:00,0.93202,0.93407,0.92741,0.92787,25867,-0.004474056907428858,0.9303425,0.006659999999999999,0.9303425,0.9248590223937936,0.9223716007486442,0.9227167498363135,0.9240584801351062,0.9251510388624206,0.0019041390745155873,-0.00020894181884796136,0.0021130808933635488,17.510153775095528,19.981634527089135,17.84205693296604,57.4081390754642,78.65275142314978,85.88363096011703,114.49328900381636,-21.347248576850212,0.9368322364398308,0.9170555,0.8972787635601692,0.0395534728796616,0.7734146767061956,0.007778571428571445,0.012728076131354626
2008-04-11 21:00:00+00:00,0.92788,0.92788,0.92788,0.92788,2,1.0777371830084093e-05,0.92788,0.0,0.92788,0.9254082910494674,0.9228962102011543,0.9229192302348895,0.9241341537957971,0.9251781927045856,0.002072069846459912,0.0002472605142136133,0.0018248093322462986,17.29130604154639,20.63602831223208,19.369953145249738,59.278140293637826,78.68437697659718,83.05924520345769,89.7622978150182,-21.31562302340282,0.9370121200487741,0.9184645,0.8999168799512259,0.037095240097548166,0.7538196268642656,0.007165000000000017,0.010486269776264212
2008-04-12 21:00:00+00:00,0.92662,0.92807,0.92532,0.92705,478,-0.000894512221407906,0.926765,0.002749999999999919,0.926765,0.9257067835859278,0.9232918092296157,0.9230812212060703,0.9241918933245932,0.9251968176527987,0.002113815381784123,0.0006205714877277153,0.001493243894056408,17.165132027544864,22.26366833635292,21.666844292870138,60.07439553626784,76.0594560404808,77.79886148007593,74.39486604529324,-23.940543959519196,0.9369308085285648,0.919713,0.9024951914714352,0.03443561705712961,0.713064281317444,0.006702142857142863,0.008219621379645048
2008-04-13 21:00:00+00:00,0.92705,0.92713,0.9206,0.92674,30318,-0.0003343940456286276,0.92538,0.006530000000000036,0.92538,0.9258946411157591,0.9236202083506047,0.9232247027274009,0.924242350882522,0.9252121727010296,0.002097703588869737,0.0009159979079561197,0.0011817056809136175,16.669184461321965,21.120210292184748,25.326053988474463,61.02015113350118,75.07906388361796,76.60763230023197,48.123480839936335,-24.920936116382045,0.9361243485833151,0.920981,0.905837651416685,0.030286697166630017,0.6901494893390107,0.007065000000000011,0.006031896756371724
2008-04-14 21:00:00+00:00,0.92676,0.9307,0.92335,0.92652,28270,-0.00023739128558175615,0.9268325000000001,0.007349999999999968,0.9268325000000001,0.9260083427310756,0.9238963789838804,0.9233539300714244,0.9242874528452443,0.9252251859079846,0.0020436250777389198,0.0011415233419126798,0.00090210173582624,15.904759552167567,24.040609137055725,19.817258883248794,64.93187402278308,74.38330170777988,75.17394054395955,62.28860259187524,-25.616698292220118,0.9355473419064877,0.9220140000000001,0.9084806580935125,0.027066683812975167,0.6664777270512845,0.007035714285714296,0.017668264041790893
2008-04-15 21:00:00+00:00,0.92655,0.94014,0.92515,0.93968,27923,0.01420368691447571,0.93288,0.014989999999999948,0.93288,0.9284940985981527,0.9253995809854156,0.9239941681078391,0.9245922557591999,0.9253690149039251,0.003027767268986792,0.0015187721273275023,0.0015089951416592895,17.339074803872396,32.58559622195977,11.924439197166592,81.27405696689759,98.67052023121381,82.71096194087055,137.87657853467923,-1.3294797687861748,0.9386001071676104,0.9231130000000001,0.9076258928323897,0.03097421433522074,1.034864252590955,0.007260000000000004,0.0053422441682275945
