date,open,high,low,close,volume
2010-02-24 14:00:00+00:00,0.89198,0.8956,0.88315,0.88351,23082
2010-02-25 14:00:00+00:00,0.88355,0.89192,0.88006,0.89106,22380
2010-02-26 14:00:00+00:00,0.89102,0.89792,0.8879,0.89541,8572
2010-02-28 14:00:00+00:00,0.89537,0.90083,0.89354,0.89683,13412
2010-03-01 14:00:00+00:00,0.89687,0.90578,0.89489,0.9046,23839
2010-03-02 14:00:00+00:00,0.90456,0.90644,0.90084,0.90385,20699
2010-03-03 14:00:00+00:00,0.90381,0.90854,0.89788,0.90353,19231
2010-03-04 14:00:00+00:00,0.9035,0.90738,0.89825,0.90634,18845
2010-03-05 14:00:00+00:00,0.90638,0.90934,0.90539,0.90767,6803
2010-03-07 14:00:00+00:00,0.90727,0.91309,0.90608,0.91177,9805
2010-03-08 14:00:00+00:00,0.91173,0.91335,0.90555,0.90852,16576
2010-03-09 14:00:00+00:00,0.90856,0.91704,0.90776,0.91635,15741
2010-03-10 14:00:00+00:00,0.91631,0.91934,0.91136,0.91348,16961
2010-03-11 14:00:00+00:00,0.91352,0.91941,0.91106,0.91744,16648
2010-03-12 14:00:00+00:00,0.9174,0.9178,0.91418,0.91529,6288
2010-03-14 13:00:00+00:00,0.91567,0.92033,0.91195,0.91336,10200
2010-03-15 13:00:00+00:00,0.91336,0.91646,0.90959,0.91387,16398
2010-03-16 13:00:00+00:00,0.9139,0.92386,0.91238,0.92323,16799
2010-03-17 13:00:00+00:00,0.92327,0.92519,0.91924,0.92175,14790
2010-03-18 13:00:00+00:00,0.92179,0.92305,0.91801,0.92051,15091
2010-03-19 13:00:00+00:00,0.92056,0.92079,0.9129,0.91539,8138
2010-03-21 13:00:00+00:00,0.91551,0.91605,0.90911,0.90923,9463
2010-03-22 13:00:00+00:00,0.90919,0.91873,0.90852,0.91673,14349
2010-03-23 13:00:00+00:00,0.91677,0.91984,0.90913,0.91087,17880
2010-03-24 13:00:00+00:00,0.91083,0.91387,0.9066,0.91238,17816
2010-03-25 13:00:00+00:00,0.91241,0.91402,0.90426,0.90551,19046
2010-03-26 13:00:00+00:00,0.90555,0.90564,0.90016,0.90404,8096
2010-03-28 13:00:00+00:00,0.90372,0.9158,0.90332,0.9139,10262
2010-03-29 13:00:00+00:00,0.91394,0.92143,0.91389,0.92109,14171
2010-03-30 13:00:00+00:00,0.92113,0.92156,0.91311,0.91499,15846
2010-03-31 13:00:00+00:00,0.91495,0.91875,0.91482,0.91851,14537
2010-04-01 13:00:00+00:00,0.91848,0.9217,0.91722,0.91944,9091
2010-04-02 13:00:00+00:00,0.9194,0.9202,0.91847,0.9194,1478
2010-04-04 13:00:00+00:00,0.9194,0.92188,0.91867,0.91951,2777
2010-04-05 13:00:00+00:00,0.91955,0.92587,0.91657,0.9224,13006
2010-04-06 13:00:00+00:00,0.92244,0.92888,0.92126,0.92655,12060
2010-04-07 13:00:00+00:00,0.92659,0.92976,0.92239,0.92555,12976
2010-04-08 13:00:00+00:00,0.92558,0.93168,0.92388,0.93037,11110
2010-04-09 13:00:00+00:00,0.93041,0.93462,0.92975,0.93325,5039
2010-04-11 13:00:00+00:00,0.9347,0.9389,0.92526,0.92745,10166
