date,open,high,low,close,volume,bid_close,ask_close,spread,spread_pips,spread_pct
2010-02-08 14:00:00+00:00,1.06972,1.07756,1.06619,1.06742,25445,1.06732,1.06751,0.00018999999999991246,1.8999999999991246,0.00017799928800276598
2010-02-09 14:00:00+00:00,1.0674,1.07574,1.06273,1.06792,35170,1.06783,1.06802,0.00018999999999991246,1.8999999999991246,0.00017791594876012478
2010-02-10 14:00:00+00:00,1.0679,1.07082,1.05578,1.05758,29604,1.05748,1.05768,0.00019999999999997797,1.9999999999997797,0.0001891109892395639
2010-02-11 14:00:00+00:00,1.0576,1.06115,1.048,1.0519,34174,1.05181,1.052,0.0001900000000001345,1.900000000001345,0.0001806255347467768
2010-02-12 14:00:00+00:00,1.05188,1.05734,1.04991,1.05032,12570,1.04982,1.05082,0.001000000000000112,10.000000000001119,0.0009520907913779724
2010-02-14 14:00:00+00:00,1.05052,1.05334,1.04637,1.04742,7603,1.04732,1.04752,0.00019999999999997797,1.9999999999997797,0.00019094537052947048
2010-02-15 14:00:00+00:00,1.04745,1.05125,1.04419,1.04482,12964,1.04432,1.04532,0.001000000000000112,10.000000000001119,0.0009571026588312933
2010-02-16 14:00:00+00:00,1.04477,1.04588,1.04109,1.04466,18147,1.04457,1.04476,0.00018999999999991246,1.8999999999991246,0.0001818773572261908
2010-02-17 14:00:00+00:00,1.04464,1.0498,1.04334,1.04572,21541,1.04562,1.04581,0.00018999999999991246,1.8999999999991246,0.00018169299621305173
2010-02-18 14:00:00+00:00,1.04568,1.05304,1.03978,1.0508,34525,1.0507,1.05089,0.0001900000000001345,1.900000000001345,0.00018081461743446375
2010-02-19 14:00:00+00:00,1.05082,1.0509,1.0389,1.03917,12816,1.03867,1.03967,0.001000000000000112,10.000000000001119,0.0009623064561141219
2010-02-21 14:00:00+00:00,1.03927,1.04062,1.03705,1.0399,11184,1.03979,1.04001,0.000220000000000109,2.20000000000109,0.0002115588037312328
2010-02-22 14:00:00+00:00,1.03987,1.04658,1.0382,1.04328,21238,1.04318,1.04337,0.00018999999999991246,1.8999999999991246,0.00018211793574104024
2010-02-23 14:00:00+00:00,1.0433,1.05943,1.04286,1.05386,28434,1.05376,1.05395,0.00018999999999991246,1.8999999999991246,0.00018028960203434277
2010-02-24 14:00:00+00:00,1.05388,1.06425,1.05104,1.06386,29924,1.06361,1.06411,0.0004999999999999449,4.999999999999449,0.0004699866523790207
2010-02-25 14:00:00+00:00,1.06384,1.06806,1.05614,1.05738,29995,1.05727,1.05749,0.000220000000000109,2.20000000000109,0.00020806143486741663
2010-02-26 14:00:00+00:00,1.05735,1.06142,1.05116,1.05177,15277,1.05127,1.05227,0.001000000000000112,10.000000000001119,0.0009507782119666008
2010-02-28 14:00:00+00:00,1.05265,1.05741,1.04728,1.04756,16310,1.04745,1.04767,0.000220000000000109,2.20000000000109,0.0002100118370309185
2010-03-01 14:00:00+00:00,1.04753,1.04982,1.0341,1.03514,29453,1.03464,1.03564,0.0009999999999998899,9.999999999998899,0.0009660529010567555
2010-03-02 14:00:00+00:00,1.03517,1.03702,1.03096,1.03214,29258,1.03203,1.03225,0.00021999999999988695,2.1999999999988695,0.00021314937896010902
2010-03-03 14:00:00+00:00,1.03217,1.0339,1.02706,1.02916,25831,1.02907,1.02926,0.0001900000000001345,1.900000000001345,0.00018461658051239312
2010-03-04 14:00:00+00:00,1.02918,1.03398,1.02714,1.02876,24040,1.02866,1.02885,0.0001900000000001345,1.900000000001345,0.0001846883626891933
2010-03-05 14:00:00+00:00,1.02872,1.03079,1.02611,1.02888,13575,1.02838,1.02938,0.0009999999999998899,9.999999999998899,0.0009719306430292064
2010-03-07 14:00:00+00:00,1.02944,1.02969,1.02575,1.02729,11326,1.02717,1.02741,0.00024000000000001798,2.4000000000001798,0.00023362439038637382
2010-03-08 14:00:00+00:00,1.02726,1.03204,1.02512,1.02966,23842,1.02955,1.02977,0.000220000000000109,2.20000000000109,0.00021366276246538566
2010-03-09 14:00:00+00:00,1.02963,1.0298,1.02363,1.02666,21335,1.02655,1.02677,0.00021999999999988695,2.1999999999988695,0.00021428710576031692
2010-03-10 14:00:00+00:00,1.02663,1.03152,1.02168,1.03076,20990,1.03067,1.03086,0.0001900000000001345,1.900000000001345,0.00018433000892558357
2010-03-11 14:00:00+00:00,1.03074,1.0322,1.01554,1.01658,26639,1.01647,1.01669,0.000220000000000109,2.20000000000109,0.000216411890849819
2010-03-12 14:00:00+00:00,1.01661,1.01945,1.01602,1.01931,10859,1.01881,1.01981,0.001000000000000112,10.000000000001119,0.0009810558122652696
2010-03-14 13:00:00+00:00,1.01861,1.01956,1.01652,1.01863,11012,1.01813,1.01913,0.001000000000000112,10.000000000001119,0.0009817107291166685
2010-03-15 13:00:00+00:00,1.01865,1.02322,1.01636,1.01734,21510,1.01725,1.01744,0.00018999999999991246,1.8999999999991246,0.00018676155464241305
2010-03-16 13:00:00+00:00,1.01732,1.0179,1.01065,1.01073,20706,1.01062,1.01084,0.00021999999999988695,2.1999999999988695,0.0002176644603404341
2010-03-17 13:00:00+00:00,1.01071,1.01394,1.00714,1.01096,20512,1.01085,1.01108,0.00022999999999995246,2.2999999999995246,0.0002275065284481606
2010-03-18 13:00:00+00:00,1.01094,1.01888,1.00624,1.00732,23330,1.00721,1.00743,0.000220000000000109,2.20000000000109,0.00021840130246605745
2010-03-19 13:00:00+00:00,1.00729,1.01784,1.00671,1.01728,11541,1.01678,1.01778,0.0009999999999998899,9.999999999998899,0.0009830135262660132
2010-03-21 13:00:00+00:00,1.01655,1.02218,1.01474,1.02192,9186,1.02182,1.02203,0.00021000000000004349,2.100000000000435,0.0002054955378112215
2010-03-22 13:00:00+00:00,1.02194,1.02434,1.01682,1.01941,20651,1.0193,1.01952,0.00021999999999988695,2.1999999999988695,0.00021581110642419338
2010-03-23 13:00:00+00:00,1.01944,1.02562,1.0152,1.0236,24715,1.02351,1.0237,0.0001900000000001345,1.900000000001345,0.0001856193825714483
2010-03-24 13:00:00+00:00,1.02358,1.0282,1.0178,1.01928,28161,1.01918,1.01937,0.0001900000000001345,1.900000000001345,0.00018640609057387028
2010-03-25 13:00:00+00:00,1.01924,1.02778,1.01714,1.02488,30141,1.02476,1.02499,0.0002300000000001745,2.300000000001745,0.00022441651705582558
2010-03-26 13:00:00+00:00,1.0249,1.03042,1.0249,1.02662,16816,1.02612,1.02712,0.001000000000000112,10.000000000001119,0.0009740702499465351
2010-03-28 13:00:00+00:00,1.0265,1.02731,1.01998,1.02272,11053,1.02262,1.02281,0.00018999999999991246,1.8999999999991246,0.00018577909887350637
2010-03-29 13:00:00+00:00,1.0227,1.023,1.01768,1.01791,18742,1.01766,1.01816,0.0004999999999999449,4.999999999999449,0.0004912025621125098
2010-03-30 13:00:00+00:00,1.01791,1.02172,1.01292,1.01632,26305,1.01621,1.01642,0.00021000000000004349,2.100000000000435,0.00020662783375319143
2010-03-31 13:00:00+00:00,1.01634,1.01974,1.01068,1.01122,22288,1.01109,1.01134,0.00024999999999986144,2.4999999999986144,0.0002472261229009132
2010-04-01 13:00:00+00:00,1.0112,1.013,1.00666,1.00975,17642,1.0096,1.0099,0.00029999999999996696,2.9999999999996696,0.00029710324337704086
2010-04-02 13:00:00+00:00,1.00973,1.0113,1.00848,1.0112,2938,1.0107,1.0117,0.001000000000000112,10.000000000001119,0.000988924050633022
2010-04-04 13:00:00+00:00,1.01071,1.01071,1.0051,1.00536,4737,1.00522,1.00551,0.00028999999999990145,2.8999999999990145,0.0002884538871646987
2010-04-05 13:00:00+00:00,1.00534,1.00554,0.99994,1.00188,18412,1.00179,1.00198,0.0001900000000001345,1.900000000001345,0.00018964347027601559
2010-04-06 13:00:00+00:00,1.0019,1.00376,0.99782,1.0027,17738,1.00259,1.00281,0.00021999999999988695,2.1999999999988695,0.0002194075994812875
2010-04-07 13:00:00+00:00,1.00268,1.00952,0.99953,1.00774,23895,1.00763,1.00785,0.00021999999999988695,2.1999999999988695,0.00021831027844472476
2010-04-08 13:00:00+00:00,1.00777,1.01049,0.99907,1.00438,20937,1.00426,1.00449,0.0002300000000001745,2.300000000001745,0.00022899699317008952
2010-04-09 13:00:00+00:00,1.00436,1.00726,1.00247,1.00247,10054,1.00197,1.00297,0.0009999999999998899,9.999999999998899,0.0009975360858677964
2010-04-11 13:00:00+00:00,1.00177,1.00886,1.0012,1.00819,12743,1.00808,1.0083,0.00021999999999988695,2.1999999999988695,0.0002182128368659548
2010-04-12 13:00:00+00:00,1.00817,1.00828,1.00113,1.00125,16098,1.00114,1.00136,0.000220000000000109,2.20000000000109,0.0002197253433209578
2010-04-13 13:00:00+00:00,1.00127,1.00655,0.99624,0.99812,17447,0.99801,0.99823,0.00021999999999999797,2.1999999999999797,0.00022041437903257922
2010-04-14 13:00:00+00:00,0.99814,1.00074,0.99546,0.99886,18497,0.99836,0.99936,0.0010000000000000009,10.000000000000009,0.001001141301083236
2010-04-15 13:00:00+00:00,0.99889,1.00584,0.99668,1.00434,21191,1.00424,1.00443,0.00018999999999991246,1.8999999999991246,0.00018917896329919396
