date,open,high,low,close,volume
2010-02-28 14:00:00+00:00,1.36328,1.36651,1.35068,1.35318,40332
2010-03-01 14:00:00+00:00,1.3532,1.35988,1.34346,1.35874,58532
2010-03-02 14:00:00+00:00,1.35872,1.36742,1.3515,1.36552,57795
2010-03-03 14:00:00+00:00,1.3655,1.37362,1.3625,1.36806,53041
2010-03-04 14:00:00+00:00,1.36804,1.3681,1.35306,1.35581,47339
2010-03-05 14:00:00+00:00,1.35584,1.36304,1.35448,1.36255,15220
2010-03-07 14:00:00+00:00,1.3625,1.37042,1.36142,1.36656,25352
2010-03-08 14:00:00+00:00,1.36654,1.36918,1.35378,1.35518,43736
2010-03-09 14:00:00+00:00,1.35516,1.3625,1.35434,1.36158,40648
2010-03-10 14:00:00+00:00,1.3616,1.3687,1.36064,1.36464,38299
2010-03-11 14:00:00+00:00,1.36466,1.37962,1.3626,1.37576,43859
2010-03-12 14:00:00+00:00,1.37572,1.37774,1.37278,1.37689,15280
2010-03-14 13:00:00+00:00,1.37657,1.37815,1.37014,1.37175,21687
2010-03-15 13:00:00+00:00,1.37173,1.37312,1.364,1.37184,35922
2010-03-16 13:00:00+00:00,1.37186,1.38182,1.37158,1.37578,44793
2010-03-17 13:00:00+00:00,1.3758,1.37796,1.36478,1.36654,41116
2010-03-18 13:00:00+00:00,1.36656,1.36946,1.35338,1.3552,39655
2010-03-19 13:00:00+00:00,1.35518,1.35568,1.3503,1.35293,16593
2010-03-21 13:00:00+00:00,1.35225,1.35474,1.34708,1.34736,19319
2010-03-22 13:00:00+00:00,1.34734,1.35692,1.34636,1.35074,38790
2010-03-23 13:00:00+00:00,1.3507,1.35634,1.3334,1.33526,55568
2010-03-24 13:00:00+00:00,1.3353,1.33776,1.32838,1.33532,45984
2010-03-25 13:00:00+00:00,1.3353,1.34068,1.32666,1.3376,54023
2010-03-26 13:00:00+00:00,1.33758,1.34254,1.33466,1.34099,20712
2010-03-28 13:00:00+00:00,1.34077,1.35255,1.34077,1.34428,29369
2010-03-29 13:00:00+00:00,1.34432,1.35372,1.34358,1.34662,38095
2010-03-30 13:00:00+00:00,1.34665,1.3517,1.33848,1.34976,41639
2010-03-31 13:00:00+00:00,1.34974,1.35616,1.34606,1.34976,40383
2010-04-01 13:00:00+00:00,1.34974,1.35911,1.34872,1.35146,29888
2010-04-02 13:00:00+00:00,1.35144,1.35238,1.34758,1.34979,5979
2010-04-04 13:00:00+00:00,1.35028,1.35377,1.34606,1.34878,10524
2010-04-05 13:00:00+00:00,1.3488,1.35282,1.33586,1.3367,34893
2010-04-06 13:00:00+00:00,1.33674,1.34094,1.33264,1.33396,36517
2010-04-07 13:00:00+00:00,1.334,1.33784,1.32826,1.3327,38426
2010-04-08 13:00:00+00:00,1.33266,1.34182,1.3302,1.3383,36050
2010-04-09 13:00:00+00:00,1.33832,1.34995,1.33662,1.34995,19484
2010-04-11 13:00:00+00:00,1.35005,1.3692,1.35005,1.3585,41162
2010-04-12 13:00:00+00:00,1.35848,1.36204,1.35556,1.36134,39966
2010-04-13 13:00:00+00:00,1.36132,1.36658,1.35454,1.36368,41857
2010-04-14 13:00:00+00:00,1.36366,1.36786,1.35218,1.35528,41934
2010-04-15 13:00:00+00:00,1.35526,1.35851,1.35062,1.351,40430
2010-04-16 13:00:00+00:00,1.35104,1.3542,1.34726,1.35014,21074
2010-04-17 13:00:00+00:00,1.34922,1.34922,1.34922,1.34922,1
2010-04-18 13:00:00+00:00,1.34922,1.35012,1.34162,1.34338,26663
2010-04-19 13:00:00+00:00,1.34336,1.35254,1.34248,1.34718,37539
2010-04-20 13:00:00+00:00,1.3472,1.3488,1.33582,1.33858,41199
2010-04-21 13:00:00+00:00,1.33856,1.34216,1.33178,1.33228,38098
2010-04-22 13:00:00+00:00,1.33232,1.3346,1.3202,1.32872,59139
2010-04-23 13:00:00+00:00,1.32874,1.34002,1.32698,1.33858,18889
2010-04-25 13:00:00+00:00,1.33758,1.33976,1.3292,1.33458,26852
2010-04-26 13:00:00+00:00,1.3346,1.34162,1.32836,1.32956,45875
2010-04-27 13:00:00+00:00,1.32954,1.33416,1.3143,1.32578,72581
2010-04-28 13:00:00+00:00,1.3258,1.32786,1.31144,1.3251,59959
2010-04-29 13:00:00+00:00,1.32512,1.33336,1.3209,1.33274,48191
2010-04-30 13:00:00+00:00,1.33272,1.33424,1.3256,1.329,20226
2010-05-01 13:00:00+00:00,1.32925,1.3294,1.32925,1.3294,2
2010-05-02 13:00:00+00:00,1.3294,1.33591,1.32059,1.32354,21954
2010-05-03 13:00:00+00:00,1.32352,1.324,1.30666,1.30666,43311
2010-05-04 13:00:00+00:00,1.30668,1.30752,1.28592,1.28602,65144
2010-05-05 13:00:00+00:00,1.286,1.29052,1.27094,1.27096,77033
2010-05-06 13:00:00+00:00,1.27092,1.27982,1.25157,1.27061,152237
2010-05-07 13:00:00+00:00,1.27064,1.2773,1.26087,1.27574,51448
2010-05-08 13:00:00+00:00,1.27624,1.27654,1.27624,1.27654,4
2010-05-09 13:00:00+00:00,1.27654,1.30942,1.276,1.29298,80773
2010-05-10 13:00:00+00:00,1.29301,1.29444,1.26668,1.26986,94632
2010-05-11 13:00:00+00:00,1.26984,1.275,1.26058,1.26698,82671
2010-05-12 13:00:00+00:00,1.267,1.271,1.25528,1.25578,62911
2010-05-13 13:00:00+00:00,1.2558,1.25972,1.24324,1.252,72684
2010-05-14 13:00:00+00:00,1.25198,1.25198,1.23542,1.2355,37253
2010-05-16 13:00:00+00:00,1.2355,1.23728,1.22344,1.2341,49446
2010-05-17 13:00:00+00:00,1.23408,1.2444,1.22816,1.2412,83932
2010-05-18 13:00:00+00:00,1.24122,1.24364,1.21445,1.23137,110537
2010-05-19 13:00:00+00:00,1.23135,1.24382,1.22575,1.23572,110044
2010-05-20 13:00:00+00:00,1.23568,1.26727,1.2296,1.25717,131277
2010-05-21 13:00:00+00:00,1.25713,1.25976,1.2519,1.25754,42805
2010-05-22 13:00:00+00:00,1.25764,1.25794,1.25764,1.25794,3
2010-05-23 13:00:00+00:00,1.25794,1.25862,1.23513,1.23841,47352
2010-05-24 13:00:00+00:00,1.23839,1.24162,1.21777,1.22058,81789
2010-05-25 13:00:00+00:00,1.22061,1.23884,1.21838,1.22626,88432
2010-05-26 13:00:00+00:00,1.2263,1.23426,1.21541,1.22466,91990
2010-05-27 13:00:00+00:00,1.22468,1.24533,1.22038,1.2366,77511
2010-05-28 13:00:00+00:00,1.23658,1.23819,1.22658,1.22731,33789
2010-05-29 13:00:00+00:00,1.22688,1.22688,1.22688,1.22688,1
2010-05-30 13:00:00+00:00,1.22728,1.23344,1.22564,1.23168,27475
2010-05-31 13:00:00+00:00,1.2317,1.23242,1.21113,1.21792,60224
2010-06-01 13:00:00+00:00,1.21789,1.2354,1.21756,1.21828,85711
2010-06-02 13:00:00+00:00,1.2183,1.23264,1.21756,1.2263,70290
2010-06-03 13:00:00+00:00,1.22632,1.22654,1.20184,1.20502,68745
2010-06-04 13:00:00+00:00,1.20504,1.20798,1.19562,1.19678,34598
2010-06-06 13:00:00+00:00,1.19678,1.19916,1.18765,1.19574,51754
2010-06-07 13:00:00+00:00,1.19572,1.19824,1.19018,1.19266,62127
2010-06-08 13:00:00+00:00,1.19268,1.20304,1.19144,1.20094,63796
2010-06-09 13:00:00+00:00,1.20096,1.2088,1.19572,1.20764,69052
2010-06-10 13:00:00+00:00,1.20766,1.21524,1.20612,1.2085,65723
2010-06-11 13:00:00+00:00,1.20848,1.21312,1.20452,1.21118,24890
2010-06-13 13:00:00+00:00,1.21111,1.22734,1.21079,1.22658,35376
2010-06-14 13:00:00+00:00,1.22656,1.22986,1.21686,1.22683,57983
2010-06-15 13:00:00+00:00,1.2268,1.23534,1.22548,1.2285,56354
2010-06-16 13:00:00+00:00,1.22848,1.2396,1.22422,1.23808,53989
2010-06-17 13:00:00+00:00,1.2381,1.24164,1.23396,1.23688,48433
2010-06-18 13:00:00+00:00,1.2369,1.23944,1.23536,1.23875,12582
2010-06-20 13:00:00+00:00,1.23875,1.24849,1.23494,1.23768,37356
2010-06-21 13:00:00+00:00,1.23766,1.2398,1.22514,1.22896,52876
2010-06-22 13:00:00+00:00,1.229,1.23182,1.22445,1.22828,47447
2010-06-23 13:00:00+00:00,1.22824,1.23518,1.22092,1.22894,53102
2010-06-24 13:00:00+00:00,1.22898,1.23878,1.22544,1.22924,51949
2010-06-25 13:00:00+00:00,1.22922,1.23952,1.22814,1.23694,22343
2010-06-27 13:00:00+00:00,1.23744,1.23972,1.2326,1.23326,25202
2010-06-28 13:00:00+00:00,1.23324,1.23448,1.21767,1.22058,48904
2010-06-29 13:00:00+00:00,1.2206,1.23045,1.21516,1.22476,56652
2010-06-30 13:00:00+00:00,1.2248,1.2405,1.21936,1.23892,63771
2010-07-01 13:00:00+00:00,1.23889,1.26112,1.2381,1.25854,63650
2010-07-02 13:00:00+00:00,1.25856,1.26062,1.25286,1.2566,20801
2010-07-04 13:00:00+00:00,1.2566,1.2566,1.25172,1.25298,20044
2010-07-05 13:00:00+00:00,1.25296,1.26066,1.24804,1.25886,44540
2010-07-06 13:00:00+00:00,1.2589,1.26622,1.25536,1.258,51327
2010-07-07 13:00:00+00:00,1.25802,1.26878,1.2579,1.26854,50008
2010-07-08 13:00:00+00:00,1.26852,1.27222,1.26088,1.26214,44037
2010-07-09 13:00:00+00:00,1.26216,1.26502,1.26152,1.26402,12946
2010-07-11 13:00:00+00:00,1.26402,1.26473,1.25516,1.25726,20892
2010-07-12 13:00:00+00:00,1.25728,1.26218,1.25226,1.26134,39736
2010-07-13 13:00:00+00:00,1.26136,1.27388,1.26136,1.27132,44716
2010-07-14 13:00:00+00:00,1.27134,1.28648,1.26826,1.28592,50940
2010-07-15 13:00:00+00:00,1.28594,1.30072,1.28546,1.29781,51803
2010-07-16 13:00:00+00:00,1.29783,1.29838,1.29158,1.29299,22102
2010-07-18 13:00:00+00:00,1.2927,1.29922,1.28707,1.29426,27718
2010-07-19 13:00:00+00:00,1.29424,1.30284,1.28396,1.287,43561
2010-07-20 13:00:00+00:00,1.28698,1.29228,1.27922,1.28184,43505
2010-07-21 13:00:00+00:00,1.28186,1.28792,1.2733,1.28678,55419
2010-07-22 13:00:00+00:00,1.2868,1.29652,1.2839,1.2879,47580
2010-07-23 13:00:00+00:00,1.28788,1.2931,1.27937,1.29105,30845
2010-07-25 13:00:00+00:00,1.29155,1.29584,1.28576,1.293,29406
2010-07-26 13:00:00+00:00,1.29302,1.3046,1.29252,1.30052,50510
2010-07-27 13:00:00+00:00,1.30054,1.3042,1.29522,1.29872,51490
2010-07-28 13:00:00+00:00,1.2987,1.30916,1.29698,1.30848,44880
2010-07-29 13:00:00+00:00,1.30846,1.31064,1.2981,1.30294,51978
2010-07-30 13:00:00+00:00,1.30292,1.30706,1.3002,1.30506,18862
2010-08-01 13:00:00+00:00,1.30501,1.31166,1.30501,1.31072,23364
2010-08-02 13:00:00+00:00,1.31076,1.3262,1.31076,1.32326,43635
2010-08-03 13:00:00+00:00,1.32324,1.32408,1.31832,1.3206,35522
2010-08-04 13:00:00+00:00,1.32058,1.32356,1.31196,1.32142,42427
2010-08-05 13:00:00+00:00,1.3214,1.32824,1.31344,1.32715,35389
2010-08-06 13:00:00+00:00,1.32718,1.33352,1.32541,1.32795,17176
2010-08-08 13:00:00+00:00,1.3282,1.33076,1.3238,1.32508,17012
2010-08-09 13:00:00+00:00,1.3251,1.3255,1.31096,1.31328,36445
2010-08-10 13:00:00+00:00,1.31326,1.32281,1.2989,1.29928,54943
2010-08-11 13:00:00+00:00,1.29924,1.29998,1.27804,1.28192,61095
2010-08-12 13:00:00+00:00,1.28194,1.29062,1.2777,1.28142,50304
2010-08-13 13:00:00+00:00,1.28144,1.28318,1.27504,1.2754,16557
2010-08-15 13:00:00+00:00,1.2754,1.2861,1.27342,1.28478,29630
2010-08-16 13:00:00+00:00,1.28474,1.29156,1.28046,1.28752,46313
2010-08-17 13:00:00+00:00,1.28754,1.29222,1.28244,1.29122,45812
2010-08-18 13:00:00+00:00,1.29118,1.29192,1.27726,1.28898,55389
2010-08-19 13:00:00+00:00,1.289,1.29024,1.26782,1.26996,54652
2010-08-20 13:00:00+00:00,1.26998,1.27176,1.26636,1.27105,14675
2010-08-22 13:00:00+00:00,1.27065,1.27296,1.26826,1.27006,24367
2010-08-23 13:00:00+00:00,1.27008,1.27238,1.2588,1.26058,46740
2010-08-24 13:00:00+00:00,1.2606,1.27261,1.26024,1.26374,56594
2010-08-25 13:00:00+00:00,1.26376,1.27462,1.26208,1.26878,50038
2010-08-26 13:00:00+00:00,1.2688,1.27644,1.26798,1.2727,44443
2010-08-27 13:00:00+00:00,1.27267,1.27792,1.26768,1.27631,19987
2010-08-29 13:00:00+00:00,1.27617,1.27726,1.26884,1.27032,20505
2010-08-30 13:00:00+00:00,1.2703,1.2721,1.26258,1.27166,39846
2010-08-31 13:00:00+00:00,1.27168,1.28456,1.26616,1.28346,48673
2010-09-01 13:00:00+00:00,1.28348,1.28558,1.27768,1.28203,42170
2010-09-02 13:00:00+00:00,1.28206,1.28734,1.2796,1.28364,35557
2010-09-03 13:00:00+00:00,1.28366,1.28975,1.28336,1.28955,14680
2010-09-05 13:00:00+00:00,1.2889,1.29184,1.2867,1.28856,17943
2010-09-06 13:00:00+00:00,1.28854,1.28932,1.27356,1.2758,35985
2010-09-07 13:00:00+00:00,1.27578,1.27722,1.26594,1.26822,43045
2010-09-08 13:00:00+00:00,1.26824,1.27638,1.26654,1.2739,44290
2010-09-09 13:00:00+00:00,1.27392,1.2766,1.26444,1.2694,40220
2010-09-10 13:00:00+00:00,1.26942,1.27446,1.26757,1.26815,13791
2010-09-12 13:00:00+00:00,1.2677,1.2834,1.26766,1.28288,27554
2010-09-13 13:00:00+00:00,1.2829,1.291,1.2823,1.28506,42336
2010-09-14 13:00:00+00:00,1.28502,1.30332,1.2847,1.29834,55092
2010-09-15 13:00:00+00:00,1.29832,1.31092,1.29746,1.30646,48421
2010-09-16 13:00:00+00:00,1.30648,1.31586,1.30464,1.30616,46423
2010-09-17 13:00:00+00:00,1.30618,1.30958,1.302,1.30506,16493
2010-09-19 13:00:00+00:00,1.30551,1.31208,1.30347,1.3043,21566
2010-09-20 13:00:00+00:00,1.30428,1.31494,1.30294,1.31256,35240
2010-09-21 13:00:00+00:00,1.31258,1.33964,1.31084,1.33782,60038
2010-09-22 13:00:00+00:00,1.33784,1.34404,1.33086,1.33492,55589
2010-09-23 13:00:00+00:00,1.3349,1.34555,1.32866,1.3451,60579
2010-09-24 13:00:00+00:00,1.34512,1.34951,1.34406,1.34921,19522
2010-09-26 13:00:00+00:00,1.34921,1.34994,1.3426,1.34962,27643
2010-09-27 13:00:00+00:00,1.3496,1.35062,1.33814,1.34684,49240
2010-09-28 13:00:00+00:00,1.34682,1.36436,1.34426,1.36044,59250
2010-09-29 13:00:00+00:00,1.36046,1.36836,1.35598,1.36758,60097
2010-09-30 13:00:00+00:00,1.36756,1.37636,1.35737,1.3738,59196
2010-10-01 13:00:00+00:00,1.37382,1.37924,1.37157,1.3791,17134
2010-10-03 13:00:00+00:00,1.3787,1.38085,1.36666,1.36874,31034
2010-10-04 13:00:00+00:00,1.36872,1.38114,1.36374,1.37996,50597
2010-10-05 13:00:00+00:00,1.37998,1.3881,1.3778,1.38522,53106
2010-10-06 13:00:00+00:00,1.38526,1.40294,1.38526,1.40234,51846
2010-10-07 13:00:00+00:00,1.40236,1.40252,1.38334,1.38783,63553
2010-10-08 13:00:00+00:00,1.38786,1.39578,1.38466,1.3936,21407
2010-10-09 13:00:00+00:00,1.3935,1.3935,1.3935,1.3935,1
2010-10-10 13:00:00+00:00,1.39385,1.40125,1.39168,1.39334,27799
2010-10-11 13:00:00+00:00,1.39336,1.39424,1.37754,1.38452,52398
2010-10-12 13:00:00+00:00,1.38454,1.40012,1.37968,1.3964,58238
2010-10-13 13:00:00+00:00,1.39644,1.4122,1.39128,1.40794,59154
2010-10-14 13:00:00+00:00,1.40792,1.41592,1.40086,1.40836,61362
2010-10-15 13:00:00+00:00,1.4083,1.40954,1.3937,1.39772,31476
2010-10-17 13:00:00+00:00,1.39803,1.4005,1.38314,1.39178,40832
2010-10-18 13:00:00+00:00,1.3918,1.4004,1.38382,1.3847,75578
2010-10-19 13:00:00+00:00,1.38474,1.38727,1.36978,1.38372,77703
2010-10-20 13:00:00+00:00,1.3837,1.40503,1.3824,1.39924,76405
2010-10-21 13:00:00+00:00,1.39926,1.4038,1.3858,1.39331,69302
2010-10-22 13:00:00+00:00,1.39333,1.39726,1.38944,1.39559,21377
2010-10-23 13:00:00+00:00,1.39529,1.39529,1.39529,1.39529,1
2010-10-24 13:00:00+00:00,1.39549,1.408,1.39344,1.4017,34665
2010-10-25 13:00:00+00:00,1.40168,1.40374,1.388,1.39076,63342
2010-10-26 13:00:00+00:00,1.39073,1.39111,1.37704,1.3816,69944
2010-10-27 13:00:00+00:00,1.38158,1.3889,1.37342,1.3877,60175
2010-10-28 13:00:00+00:00,1.38768,1.39512,1.38072,1.39146,58116
2010-10-29 13:00:00+00:00,1.3915,1.3947,1.38728,1.39469,23234
2010-10-31 13:00:00+00:00,1.39429,1.40114,1.38957,1.39236,35424
2010-11-01 13:00:00+00:00,1.39238,1.40421,1.38642,1.40222,55988
2010-11-02 13:00:00+00:00,1.40226,1.40594,1.3992,1.40324,44825
2010-11-03 13:00:00+00:00,1.40326,1.42664,1.39973,1.4263,87040
2010-11-04 13:00:00+00:00,1.42628,1.42822,1.40335,1.40744,67496
2010-11-05 13:00:00+00:00,1.40746,1.41224,1.40244,1.40314,26602
2010-11-07 14:00:00+00:00,1.40354,1.40859,1.38918,1.39448,44361
2010-11-08 14:00:00+00:00,1.39446,1.39734,1.38238,1.39242,66377
2010-11-09 14:00:00+00:00,1.3924,1.39528,1.37354,1.37906,84672
2010-11-10 14:00:00+00:00,1.37908,1.38212,1.36708,1.37072,78251
2010-11-11 14:00:00+00:00,1.3707,1.37554,1.35739,1.37432,86929
2010-11-12 14:00:00+00:00,1.37434,1.37768,1.36596,1.36905,27904
2010-11-14 14:00:00+00:00,1.36925,1.37508,1.36036,1.3635,42093
2010-11-15 14:00:00+00:00,1.36352,1.36682,1.35612,1.36008,71496
2010-11-16 14:00:00+00:00,1.3601,1.36136,1.3447,1.34968,73040
2010-11-17 14:00:00+00:00,1.3497,1.36674,1.3495,1.3642,60076
2010-11-18 14:00:00+00:00,1.36424,1.37314,1.35848,1.36617,53787
2010-11-19 14:00:00+00:00,1.36619,1.36951,1.36308,1.36725,19180
2010-11-21 14:00:00+00:00,1.36725,1.37863,1.36158,1.36454,39943
2010-11-22 14:00:00+00:00,1.36456,1.36628,1.34719,1.34775,75301
2010-11-23 14:00:00+00:00,1.34777,1.34992,1.3285,1.33892,81942
2010-11-24 14:00:00+00:00,1.33889,1.34212,1.32874,1.33375,61269
2010-11-25 14:00:00+00:00,1.33373,1.33874,1.32013,1.3229,54655
2010-11-26 14:00:00+00:00,1.32288,1.32642,1.3213,1.32417,17462
2010-11-28 14:00:00+00:00,1.32422,1.33572,1.31146,1.31182,53451
2010-11-29 14:00:00+00:00,1.31185,1.31506,1.29694,1.2997,68721
2010-11-30 14:00:00+00:00,1.29966,1.31369,1.29714,1.31296,64206
2010-12-01 14:00:00+00:00,1.31294,1.32174,1.30479,1.30792,66097
2010-12-02 14:00:00+00:00,1.30795,1.33502,1.30602,1.3343,63658
2010-12-03 14:00:00+00:00,1.33432,1.34386,1.33222,1.34174,21248
2010-12-05 14:00:00+00:00,1.34133,1.34462,1.32469,1.32732,43517
2010-12-06 14:00:00+00:00,1.32729,1.33972,1.32542,1.3385,53207
2010-12-07 14:00:00+00:00,1.33852,1.34008,1.31806,1.32332,69082
2010-12-08 14:00:00+00:00,1.32336,1.33226,1.31946,1.32464,56477
2010-12-09 14:00:00+00:00,1.32466,1.32825,1.31648,1.32178,49548
2010-12-10 14:00:00+00:00,1.3218,1.32436,1.31786,1.32265,15499
2010-12-12 14:00:00+00:00,1.32253,1.33039,1.31829,1.32974,26806
2010-12-13 14:00:00+00:00,1.32977,1.34982,1.32908,1.34411,50081
2010-12-14 14:00:00+00:00,1.34413,1.3445,1.32851,1.33527,60936
2010-12-15 14:00:00+00:00,1.3353,1.33666,1.32075,1.32423,53350
2010-12-16 14:00:00+00:00,1.32426,1.33591,1.31815,1.3256,47606
2010-12-17 14:00:00+00:00,1.32557,1.32591,1.31337,1.31887,16869
2010-12-19 14:00:00+00:00,1.3185,1.31871,1.31257,1.31539,28701
2010-12-20 14:00:00+00:00,1.31537,1.32019,1.30947,1.31732,39148
2010-12-21 14:00:00+00:00,1.31728,1.31824,1.30742,1.31224,44675
2010-12-22 14:00:00+00:00,1.31222,1.31512,1.30566,1.30678,33776
2010-12-23 14:00:00+00:00,1.30674,1.31481,1.30556,1.31148,29086
2010-12-24 14:00:00+00:00,1.31146,1.31235,1.3111,1.31223,1661
2010-12-26 14:00:00+00:00,1.31275,1.31702,1.30728,1.31504,17074
