signal_date,entry_date,exit_date,signal,prediction,entry_price,stop_price,target_price,exit_price,exit_reason,stop_pct,target_pct,raw_return_pct,net_return_pct,outcome
2012-02-29,2012-03-01,2012-03-06,LONG,0.009862,1.332400,1.313953,1.378517,1.313953,Stop Loss,1.384478,3.461195,-1.384478,-1.424478,LOSS
2012-03-02,2012-03-05,2012-03-09,LONG,0.009562,1.319930,1.301625,1.365693,1.311750,Time Exit (5 days),1.386843,3.467108,-0.619730,-0.659730,LOSS
2012-03-06,2012-03-07,2012-03-13,LONG,0.009562,1.311120,1.293657,1.354778,1.308230,Time Exit (5 days),1.331931,3.329828,-0.220422,-0.260422,LOSS
2012-03-08,2012-03-09,2012-03-09,LONG,0.009862,1.327240,1.310245,1.369727,1.310245,Stop Loss,1.280477,3.201192,-1.280477,-1.320477,LOSS
2012-03-12,2012-03-13,2012-03-19,LONG,0.009862,1.315420,1.298218,1.358424,1.323720,Time Exit (5 days),1.307703,3.269257,0.630977,0.590977,WIN
2012-03-13,2012-03-14,2012-03-20,LONG,0.009862,1.308230,1.290134,1.353471,1.322310,Time Exit (5 days),1.383276,3.458189,1.076263,1.036263,WIN
2012-03-14,2012-03-15,2012-03-21,LONG,0.009862,1.303240,1.285867,1.346673,1.321530,Time Exit (5 days),1.333079,3.332697,1.403425,1.363425,WIN
2012-03-15,2012-03-16,2012-03-22,LONG,0.008399,1.307950,1.290724,1.351016,1.319990,Time Exit (5 days),1.317056,3.292639,0.920524,0.880524,WIN
2012-03-16,2012-03-19,2012-03-23,LONG,0.012030,1.317130,1.299628,1.360884,1.326690,Time Exit (5 days),1.328782,3.321955,0.725821,0.685821,WIN
2012-03-19,2012-03-20,2012-03-26,LONG,0.012030,1.323720,1.305775,1.368583,1.335640,Time Exit (5 days),1.355676,3.389191,0.900493,0.860493,WIN
2012-03-20,2012-03-21,2012-03-27,LONG,0.012030,1.322310,1.305341,1.364733,1.331230,Time Exit (5 days),1.283306,3.208265,0.674577,0.634577,WIN
2012-03-21,2012-03-22,2012-03-28,LONG,0.012030,1.321530,1.304216,1.364816,1.331630,Time Exit (5 days),1.310170,3.275424,0.764266,0.724266,WIN
2012-03-22,2012-03-23,2012-03-29,LONG,0.012030,1.319990,1.302936,1.362625,1.330200,Time Exit (5 days),1.291974,3.229935,0.773491,0.733491,WIN
2012-03-23,2012-03-26,2012-03-30,LONG,0.013493,1.326690,1.309400,1.369914,1.333980,Time Exit (5 days),1.303216,3.258041,0.549488,0.509488,WIN
2012-03-26,2012-03-27,2012-04-02,LONG,0.014459,1.335640,1.317778,1.380294,1.331990,Time Exit (5 days),1.337320,3.343301,-0.273277,-0.313277,LOSS
2012-03-28,2012-03-29,2012-04-04,LONG,0.014459,1.331630,1.314345,1.374843,1.314345,Stop Loss,1.298060,3.245150,-1.298060,-1.338060,LOSS
2012-03-30,2012-04-02,2012-04-04,LONG,0.010828,1.333980,1.317594,1.374946,1.317594,Stop Loss,1.228386,3.070966,-1.228386,-1.268386,LOSS
2012-04-03,2012-04-04,2012-04-05,LONG,0.010828,1.323240,1.306446,1.365224,1.306446,Stop Loss,1.269125,3.172813,-1.269125,-1.309125,LOSS
2012-04-05,2012-04-06,2012-04-12,LONG,0.009562,1.306510,1.289634,1.348700,1.318720,Time Exit (5 days),1.291691,3.229227,0.934551,0.894551,WIN
2012-04-06,2012-04-09,2012-04-13,LONG,0.010828,1.309130,1.292873,1.349772,1.307390,Time Exit (5 days),1.241801,3.104502,-0.132913,-0.172913,LOSS
2012-04-10,2012-04-11,2012-04-17,LONG,0.014459,1.308140,1.291828,1.348921,1.312650,Time Exit (5 days),1.247000,3.117499,0.344764,0.304764,WIN
2012-04-11,2012-04-12,2012-04-18,LONG,0.014459,1.310880,1.294891,1.350852,1.312250,Time Exit (5 days),1.219710,3.049274,0.104510,0.064510,WIN
2012-04-12,2012-04-13,2012-04-16,LONG,0.014459,1.318720,1.302654,1.358885,1.302654,Stop Loss,1.218308,3.045770,-1.218308,-1.258308,LOSS
2012-04-16,2012-04-17,2012-04-23,LONG,0.014459,1.314120,1.297674,1.355236,1.315530,Time Exit (5 days),1.251516,3.128791,0.107296,0.067296,WIN
2012-04-17,2012-04-18,2012-04-24,LONG,0.014459,1.312650,1.296357,1.353383,1.319590,Time Exit (5 days),1.241246,3.103115,0.528701,0.488701,WIN
2012-04-18,2012-04-19,2012-04-25,LONG,0.014459,1.312250,1.296077,1.352683,1.321590,Time Exit (5 days),1.232480,3.081199,0.711755,0.671755,WIN
2012-04-19,2012-04-20,2012-04-26,LONG,0.014459,1.313700,1.297381,1.354497,1.321660,Time Exit (5 days),1.242211,3.105528,0.605922,0.565922,WIN
2012-04-20,2012-04-23,2012-04-27,LONG,0.014459,1.320550,1.304260,1.361275,1.324960,Time Exit (5 days),1.233577,3.083942,0.333952,0.293952,WIN
2012-04-23,2012-04-24,2012-04-30,LONG,0.014459,1.315530,1.299762,1.354951,1.323870,Time Exit (5 days),1.198621,2.996552,0.633965,0.593965,WIN
2012-04-24,2012-04-25,2012-05-01,LONG,0.013107,1.319590,1.304456,1.357425,1.323650,Time Exit (5 days),1.146866,2.867165,0.307671,0.267671,WIN
2012-04-25,2012-04-26,2012-05-02,LONG,0.009947,1.321590,1.307168,1.357646,1.315810,Time Exit (5 days),1.091299,2.728248,-0.437352,-0.477352,LOSS
2012-04-27,2012-04-30,2012-05-03,LONG,0.009947,1.324960,1.310423,1.361303,1.310423,Stop Loss,1.097176,2.742940,-1.097176,-1.137176,LOSS
2012-05-01,2012-05-02,2012-05-03,LONG,0.009647,1.323650,1.309566,1.358860,1.309566,Stop Loss,1.064022,2.660055,-1.064022,-1.104022,LOSS
2012-05-03,2012-05-04,2012-05-07,LONG,0.009647,1.315190,1.301521,1.349363,1.301521,Stop Loss,1.039339,2.598348,-1.039339,-1.079339,LOSS
2012-05-07,2012-05-08,2012-05-09,LONG,0.009647,1.305010,1.291463,1.338878,1.291463,Stop Loss,1.038087,2.595218,-1.038087,-1.078087,LOSS
2012-05-09,2012-05-10,2012-05-14,LONG,0.009947,1.292870,1.279331,1.326716,1.282250,Time Exit (5 days),1.047172,2.617930,-0.821428,-0.861428,LOSS
2012-05-11,2012-05-14,2012-05-14,LONG,0.009947,1.291170,1.278678,1.322399,1.282250,Time Exit (5 days),0.967478,2.418695,-0.690846,-0.730846,LOSS
2012-05-15,2012-05-16,2012-05-17,LONG,0.006211,1.272900,1.267808,1.285629,1.267808,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-05-17,2012-05-18,2012-05-18,LONG,0.004346,1.269830,1.264751,1.282528,1.264751,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-05-21,2012-05-22,2012-05-22,LONG,0.004346,1.281700,1.276573,1.294517,1.276573,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-05-23,2012-05-24,2012-05-24,LONG,0.004346,1.258160,1.253127,1.270742,1.253127,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-05-25,2012-05-28,2012-05-29,LONG,0.003717,1.251500,1.246494,1.264015,1.246494,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-06-08,2012-06-11,2012-06-15,LONG,0.003676,1.251450,1.232466,1.298909,1.263410,Time Exit (5 days),1.516926,3.792315,0.955691,0.915691,WIN
2012-06-11,2012-06-12,2012-06-18,LONG,0.004923,1.248210,1.228947,1.296368,1.257550,Time Exit (5 days),1.543267,3.858168,0.748272,0.708272,WIN
2012-06-12,2012-06-13,2012-06-19,LONG,0.004923,1.250300,1.231643,1.296942,1.268480,Time Exit (5 days),1.492185,3.730462,1.454051,1.414051,WIN
2012-06-13,2012-06-14,2012-06-20,LONG,0.004923,1.255670,1.236657,1.303201,1.270520,Time Exit (5 days),1.514132,3.785330,1.182636,1.142636,WIN
2012-06-14,2012-06-15,2012-06-21,LONG,0.005707,1.263230,1.244345,1.310443,1.253730,Time Exit (5 days),1.494977,3.737443,-0.752040,-0.792040,LOSS
2012-06-18,2012-06-19,2012-06-25,LONG,0.005707,1.257550,1.238240,1.305826,1.250380,Time Exit (5 days),1.535554,3.838885,-0.570156,-0.610156,LOSS
2012-06-20,2012-06-21,2012-06-25,LONG,0.013650,1.270520,1.250857,1.319677,1.250857,Stop Loss,1.547623,3.869057,-1.547623,-1.587623,LOSS
2012-06-22,2012-06-25,2012-06-29,LONG,0.013650,1.256740,1.237664,1.304429,1.265470,Time Exit (5 days),1.517873,3.794682,0.694654,0.654654,WIN
2012-06-25,2012-06-26,2012-07-02,LONG,0.013650,1.250380,1.231694,1.297094,1.257380,Time Exit (5 days),1.494403,3.736007,0.559830,0.519830,WIN
2012-06-26,2012-06-27,2012-07-03,LONG,0.013650,1.249030,1.230945,1.294242,1.260730,Time Exit (5 days),1.447895,3.619737,0.936727,0.896727,WIN
2012-06-27,2012-06-28,2012-07-04,LONG,0.013650,1.246740,1.228896,1.291349,1.252560,Time Exit (5 days),1.431218,3.578046,0.466817,0.426817,WIN
2012-06-28,2012-06-29,2012-07-05,LONG,0.013650,1.244330,1.226729,1.288334,1.239080,Time Exit (5 days),1.414531,3.536326,-0.421914,-0.461914,LOSS
2012-07-02,2012-07-03,2012-07-05,LONG,0.013650,1.257380,1.238756,1.303939,1.238756,Stop Loss,1.481141,3.702853,-1.481141,-1.521141,LOSS
2012-07-04,2012-07-05,2012-07-06,LONG,0.013650,1.252560,1.234627,1.297391,1.234627,Stop Loss,1.431668,3.579170,-1.431668,-1.471668,LOSS
2012-07-06,2012-07-09,2012-07-13,LONG,0.013650,1.228520,1.210021,1.274768,1.224410,Time Exit (5 days),1.505819,3.764547,-0.334549,-0.374549,LOSS
2012-07-10,2012-07-11,2012-07-17,LONG,0.013650,1.224980,1.207565,1.268517,1.229380,Time Exit (5 days),1.421656,3.554140,0.359190,0.319190,WIN
2012-07-11,2012-07-12,2012-07-18,LONG,0.013650,1.223880,1.207449,1.264959,1.228280,Time Exit (5 days),1.342569,3.356421,0.359512,0.319512,WIN
2012-07-12,2012-07-13,2012-07-19,LONG,0.013650,1.220300,1.203680,1.261850,1.227990,Time Exit (5 days),1.361960,3.404900,0.630173,0.590173,WIN
2012-07-13,2012-07-16,2012-07-20,LONG,0.012404,1.224410,1.207810,1.265909,1.215120,Time Exit (5 days),1.355726,3.389315,-0.758733,-0.798733,LOSS
2012-07-17,2012-07-18,2012-07-23,LONG,0.011456,1.229380,1.211756,1.273440,1.211756,Stop Loss,1.433562,3.583906,-1.433562,-1.473562,LOSS
2012-07-19,2012-07-20,2012-07-23,LONG,0.013650,1.227990,1.212424,1.266904,1.212424,Stop Loss,1.267577,3.168942,-1.267577,-1.307577,LOSS
2012-07-23,2012-07-24,2012-07-30,LONG,0.013650,1.211600,1.195555,1.251712,1.226000,Time Exit (5 days),1.324252,3.310631,1.188511,1.148511,WIN
2012-07-24,2012-07-25,2012-07-31,LONG,0.012404,1.206020,1.190015,1.246032,1.230400,Time Exit (5 days),1.327092,3.317731,2.021525,1.981525,WIN
2012-07-25,2012-07-26,2012-08-01,LONG,0.011456,1.215780,1.200396,1.254239,1.222450,Time Exit (5 days),1.265325,3.163313,0.548619,0.508619,WIN
2012-07-26,2012-07-27,2012-08-02,LONG,0.011456,1.228090,1.211949,1.268443,1.217980,Time Exit (5 days),1.314323,3.285808,-0.823230,-0.863230,LOSS
2012-07-30,2012-07-31,2012-08-06,LONG,0.013650,1.226000,1.209090,1.268276,1.239930,Time Exit (5 days),1.379311,3.448278,1.136215,1.096215,WIN
2012-07-31,2012-08-01,2012-08-02,LONG,0.013650,1.230400,1.213517,1.272606,1.213517,Stop Loss,1.372115,3.430287,-1.372115,-1.412115,LOSS
2012-08-02,2012-08-03,2012-08-09,LONG,0.013650,1.217980,1.198809,1.265908,1.230340,Time Exit (5 days),1.574005,3.935014,1.014795,0.974795,WIN
2012-08-03,2012-08-06,2012-08-10,LONG,0.013650,1.238480,1.218093,1.289448,1.228710,Time Exit (5 days),1.646142,4.115356,-0.788870,-0.828870,LOSS
2012-08-07,2012-08-08,2012-08-14,LONG,0.013650,1.239850,1.220074,1.289291,1.231920,Time Exit (5 days),1.595066,3.987666,-0.639593,-0.679593,LOSS
2012-08-09,2012-08-10,2012-08-16,LONG,0.013650,1.230340,1.210970,1.278766,1.235280,Time Exit (5 days),1.574391,3.935976,0.401515,0.361515,WIN
2012-08-10,2012-08-13,2012-08-17,LONG,0.013650,1.228710,1.209433,1.276903,1.233000,Time Exit (5 days),1.568893,3.922232,0.349147,0.309147,WIN
2012-08-13,2012-08-14,2012-08-20,LONG,0.013650,1.233020,1.213563,1.281663,1.234380,Time Exit (5 days),1.578007,3.945018,0.110298,0.070298,WIN
2012-08-14,2012-08-15,2012-08-21,LONG,0.013650,1.231920,1.212978,1.279274,1.246980,Time Exit (5 days),1.537582,3.843956,1.222482,1.182482,WIN
2012-08-15,2012-08-16,2012-08-22,LONG,0.013650,1.228850,1.211329,1.272653,1.252660,Time Exit (5 days),1.425810,3.564526,1.937584,1.897584,WIN
2012-08-16,2012-08-17,2012-08-23,LONG,0.013650,1.235280,1.218096,1.278239,1.256190,Time Exit (5 days),1.391067,3.477667,1.692734,1.652734,WIN
2012-08-17,2012-08-20,2012-08-24,LONG,0.013650,1.233000,1.215788,1.276031,1.251150,Time Exit (5 days),1.395985,3.489964,1.472019,1.432019,WIN
2012-08-20,2012-08-21,2012-08-27,LONG,0.013650,1.234380,1.217252,1.277200,1.249660,Time Exit (5 days),1.387568,3.468919,1.237868,1.197868,WIN
2012-08-21,2012-08-22,2012-08-28,LONG,0.013650,1.246980,1.229546,1.290566,1.256270,Time Exit (5 days),1.398121,3.495302,0.745000,0.705000,WIN
2012-08-22,2012-08-23,2012-08-29,LONG,0.013650,1.252660,1.236985,1.291848,1.252760,Time Exit (5 days),1.251337,3.128343,0.007983,-0.032017,LOSS
2012-08-24,2012-08-27,2012-08-31,LONG,0.013650,1.251150,1.237331,1.285698,1.256740,Time Exit (5 days),1.104527,2.761317,0.446789,0.406789,WIN
2012-08-27,2012-08-28,2012-09-03,LONG,0.013650,1.249660,1.236058,1.283664,1.258470,Time Exit (5 days),1.088439,2.721097,0.704992,0.664992,WIN
2012-08-28,2012-08-29,2012-09-04,LONG,0.013650,1.256270,1.242286,1.291231,1.256290,Time Exit (5 days),1.113159,2.782898,0.001592,-0.038408,LOSS
2012-08-30,2012-08-31,2012-09-06,LONG,0.013650,1.250410,1.237116,1.283646,1.262950,Time Exit (5 days),1.063194,2.657985,1.002871,0.962871,WIN
2012-08-31,2012-09-03,2012-09-07,LONG,0.013650,1.256740,1.243111,1.290811,1.281650,Time Exit (5 days),1.084438,2.711096,1.982112,1.942112,WIN
2012-09-03,2012-09-04,2012-09-10,LONG,0.013650,1.258470,1.245032,1.292065,1.275770,Time Exit (5 days),1.067793,2.669483,1.374685,1.334685,WIN
2012-09-04,2012-09-05,2012-09-11,LONG,0.013650,1.256290,1.242924,1.289705,1.285420,Time Exit (5 days),1.063932,2.659830,2.318732,2.278732,WIN
2012-09-05,2012-09-06,2012-09-12,LONG,0.013650,1.259940,1.246510,1.293516,1.293516,Target,1.065952,2.664880,2.664880,2.624880,WIN
2012-09-06,2012-09-07,2012-09-13,LONG,0.013650,1.262950,1.249552,1.296446,1.296446,Target,1.060867,2.652166,2.652166,2.612166,WIN
2012-09-07,2012-09-10,2012-09-14,LONG,0.013650,1.281650,1.266997,1.318282,1.312970,Time Exit (5 days),1.143281,2.858202,2.443725,2.403725,WIN
2012-09-10,2012-09-11,2012-09-14,LONG,0.013650,1.275770,1.262041,1.310093,1.310093,Target,1.076157,2.690392,2.690392,2.650392,WIN
2012-09-11,2012-09-12,2012-09-18,LONG,0.013650,1.285420,1.271588,1.320000,1.304690,Time Exit (5 days),1.076080,2.690199,1.499121,1.459121,WIN
2012-09-12,2012-09-13,2012-09-19,LONG,0.013650,1.289850,1.275420,1.325925,1.304850,Time Exit (5 days),1.118735,2.796837,1.162926,1.122926,WIN
2012-09-13,2012-09-14,2012-09-20,LONG,0.012404,1.298690,1.283626,1.336351,1.296760,Time Exit (5 days),1.159960,2.899900,-0.148611,-0.188611,LOSS
2012-09-17,2012-09-18,2012-09-20,LONG,0.011456,1.311580,1.295225,1.352468,1.295225,Stop Loss,1.246997,3.117491,-1.246997,-1.286997,LOSS
2012-09-19,2012-09-20,2012-09-26,LONG,0.011456,1.304850,1.287944,1.347115,1.287944,Stop Loss,1.295633,3.239083,-1.295633,-1.335633,LOSS
2012-09-21,2012-09-24,2012-09-28,LONG,0.006398,1.297950,1.280646,1.341209,1.285620,Time Exit (5 days),1.333146,3.332866,-0.949960,-0.989960,LOSS
2012-09-25,2012-09-26,2012-10-02,LONG,0.006398,1.290060,1.272888,1.332989,1.292040,Time Exit (5 days),1.331084,3.327711,0.153481,0.113481,WIN
2012-09-26,2012-09-27,2012-10-03,LONG,0.006398,1.287180,1.270145,1.329767,1.290540,Time Exit (5 days),1.323408,3.308520,0.261036,0.221036,WIN
2012-09-27,2012-09-28,2012-10-04,LONG,0.006398,1.291170,1.275108,1.331324,1.301730,Time Exit (5 days),1.243971,3.109929,0.817863,0.777863,WIN
2012-09-28,2012-10-01,2012-10-05,LONG,0.009106,1.285620,1.268911,1.327392,1.303310,Time Exit (5 days),1.299679,3.249197,1.375990,1.335990,WIN
2012-10-01,2012-10-02,2012-10-08,LONG,0.010658,1.288730,1.271823,1.330998,1.296820,Time Exit (5 days),1.311923,3.279807,0.627750,0.587750,WIN
2012-10-02,2012-10-03,2012-10-09,LONG,0.011606,1.292040,1.275500,1.333389,1.288330,Time Exit (5 days),1.280118,3.200296,-0.287143,-0.327143,LOSS
2012-10-04,2012-10-05,2012-10-09,LONG,0.013650,1.301730,1.286750,1.339179,1.286750,Stop Loss,1.150749,2.876872,-1.150749,-1.190749,LOSS
2012-10-08,2012-10-09,2012-10-15,LONG,0.013650,1.296820,1.281912,1.334090,1.294900,Time Exit (5 days),1.149570,2.873926,-0.148054,-0.188054,LOSS
2012-10-10,2012-10-11,2012-10-17,LONG,0.013650,1.287210,1.272520,1.323936,1.311880,Time Exit (5 days),1.141256,2.853139,1.916548,1.876548,WIN
2012-10-11,2012-10-12,2012-10-18,LONG,0.013650,1.292680,1.277622,1.330325,1.306640,Time Exit (5 days),1.164856,2.912139,1.079927,1.039927,WIN
2012-10-12,2012-10-15,2012-10-19,LONG,0.013650,1.295380,1.280633,1.332248,1.302180,Time Exit (5 days),1.138441,2.846104,0.524942,0.484942,WIN
2012-10-15,2012-10-16,2012-10-22,LONG,0.013650,1.294900,1.280116,1.331859,1.305850,Time Exit (5 days),1.141677,2.854192,0.845625,0.805625,WIN
2012-10-16,2012-10-17,2012-10-23,LONG,0.013650,1.305290,1.290065,1.343352,1.298530,Time Exit (5 days),1.166407,2.916019,-0.517893,-0.557893,LOSS
2012-10-18,2012-10-19,2012-10-24,LONG,0.013650,1.306640,1.292061,1.343087,1.292061,Stop Loss,1.115757,2.789393,-1.115757,-1.155757,LOSS
2012-10-22,2012-10-23,2012-10-24,LONG,0.013650,1.305850,1.292244,1.339865,1.292244,Stop Loss,1.041932,2.604830,-1.041932,-1.081932,LOSS
2012-10-24,2012-10-25,2012-10-31,LONG,0.013650,1.297340,1.283632,1.331610,1.295840,Time Exit (5 days),1.056613,2.641531,-0.115621,-0.155621,LOSS
2012-10-26,2012-10-29,2012-11-02,LONG,0.013650,1.294050,1.280377,1.328231,1.283820,Time Exit (5 days),1.056567,2.641416,-0.790541,-0.830541,LOSS
2012-10-30,2012-10-31,2012-11-02,LONG,0.013650,1.295850,1.282745,1.328612,1.282745,Stop Loss,1.011278,2.528194,-1.011278,-1.051278,LOSS
2012-11-01,2012-11-02,2012-11-05,LONG,0.013650,1.294190,1.281775,1.325227,1.281775,Stop Loss,0.959260,2.398149,-0.959260,-0.999260,LOSS
2012-11-05,2012-11-06,2012-11-06,LONG,0.013650,1.279510,1.267120,1.310485,1.281370,Time Exit (5 days),0.968339,2.420849,0.145368,0.105368,WIN
2012-11-07,2012-11-08,2012-11-08,LONG,0.006058,1.277080,1.271972,1.289851,1.271972,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-11-09,2012-11-12,2012-11-13,LONG,0.006058,1.271450,1.266364,1.284164,1.266364,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-11-13,2012-11-14,2012-11-20,LONG,0.006182,1.270360,1.265279,1.283064,1.281690,Time Exit (5 days),0.400000,1.000000,0.891873,0.851873,WIN
2012-11-14,2012-11-15,2012-11-21,LONG,0.006182,1.273470,1.268376,1.286205,1.282900,Time Exit (5 days),0.400000,1.000000,0.740496,0.700496,WIN
2012-11-15,2012-11-16,2012-11-16,LONG,0.006182,1.278060,1.272948,1.290841,1.272948,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-11-19,2012-11-20,2012-11-21,LONG,0.011500,1.281240,1.276115,1.294052,1.276115,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-11-21,2012-11-22,2012-11-23,LONG,0.014219,1.282900,1.277768,1.295729,1.295729,Target,0.400000,1.000000,1.000000,0.960000,WIN
2012-11-22,2012-11-23,2012-11-29,LONG,0.014962,1.288330,1.283177,1.301213,1.301213,Target,0.400000,1.000000,1.000000,0.960000,WIN
2012-11-23,2012-11-26,2012-11-27,LONG,0.011433,1.297660,1.292469,1.310637,1.292469,Stop Loss,0.400000,1.000000,-0.400000,-0.440000,LOSS
2012-11-27,2012-11-28,2012-12-04,LONG,0.012788,1.294230,1.282350,1.323930,1.309530,Time Exit (5 days),0.917920,2.294801,1.182170,1.142170,WIN
2012-11-28,2012-11-29,2012-12-05,LONG,0.016380,1.294960,1.282973,1.324928,1.306630,Time Exit (5 days),0.925677,2.314192,0.901186,0.861186,WIN
2012-11-29,2012-11-30,2012-12-06,LONG,0.014598,1.297780,1.286060,1.327081,1.296920,Time Exit (5 days),0.903108,2.257770,-0.066267,-0.106267,LOSS
2012-12-03,2012-12-04,2012-12-07,LONG,0.014822,1.305210,1.293013,1.335703,1.293013,Stop Loss,0.934497,2.336241,-0.934497,-0.974497,LOSS
2012-12-05,2012-12-06,2012-12-07,LONG,0.007549,1.306630,1.294819,1.336159,1.294819,Stop Loss,0.903961,2.259903,-0.903961,-0.943961,LOSS
2012-12-07,2012-12-10,2012-12-14,LONG,0.009784,1.292710,1.280277,1.323792,1.316120,Time Exit (5 days),0.961767,2.404417,1.810924,1.770924,WIN
2012-12-10,2012-12-11,2012-12-17,LONG,0.009593,1.294030,1.281640,1.325005,1.316240,Time Exit (5 days),0.957474,2.393685,1.716344,1.676344,WIN
2012-12-11,2012-12-12,2012-12-18,LONG,0.009076,1.300560,1.288289,1.331238,1.322780,Time Exit (5 days),0.943522,2.358805,1.708495,1.668495,WIN
2012-12-12,2012-12-13,2012-12-19,LONG,0.008957,1.307370,1.294824,1.338736,1.322680,Time Exit (5 days),0.959669,2.399173,1.171053,1.131053,WIN
2012-12-13,2012-12-14,2012-12-20,LONG,0.008865,1.307650,1.295780,1.337326,1.324390,Time Exit (5 days),0.907763,2.269406,1.280159,1.240159,WIN
2012-12-14,2012-12-17,2012-12-21,LONG,0.009071,1.316120,1.303538,1.347574,1.318640,Time Exit (5 days),0.955976,2.389939,0.191472,0.151472,WIN
2012-12-17,2012-12-18,2012-12-24,LONG,0.006606,1.316240,1.304197,1.346347,1.317620,Time Exit (5 days),0.914944,2.287360,0.104844,0.064844,WIN
2012-12-18,2012-12-19,2012-12-26,SHORT,-0.005042,1.322780,1.334929,1.292408,1.322320,Time Exit (5 days),0.918439,2.296098,0.034775,-0.005225,LOSS
2012-12-21,2012-12-24,2012-12-31,SHORT,-0.003861,1.318640,1.331391,1.286762,1.318480,Time Exit (5 days),0.966987,2.417466,0.012134,-0.027866,LOSS
2012-12-26,2012-12-27,2013-01-03,SHORT,-0.007849,1.322320,1.335268,1.289949,1.304830,Time Exit (5 days),0.979204,2.448011,1.322675,1.282675,WIN
2012-12-27,2012-12-28,2013-01-04,SHORT,-0.007788,1.323560,1.335930,1.292636,1.306790,Time Exit (5 days),0.934574,2.336434,1.267037,1.227037,WIN
2012-12-28,2012-12-31,2013-01-07,SHORT,-0.014858,1.321770,1.334068,1.291025,1.311590,Time Exit (5 days),0.930408,2.326021,0.770179,0.730179,WIN
2012-12-31,2013-01-02,2013-01-08,SHORT,-0.008623,1.318480,1.330798,1.287684,1.308050,Time Exit (5 days),0.934274,2.335685,0.791062,0.751062,WIN
2013-01-02,2013-01-03,2013-01-09,SHORT,-0.008542,1.318500,1.331367,1.286333,1.306340,Time Exit (5 days),0.975865,2.439664,0.922260,0.882260,WIN
2013-01-03,2013-01-04,2013-01-10,SHORT,-0.008542,1.304830,1.318142,1.271549,1.318142,Stop Loss,1.020248,2.550620,-1.020248,-1.060248,LOSS
2013-01-07,2013-01-08,2013-01-14,LONG,0.010736,1.311590,1.297973,1.345632,1.338100,Time Exit (5 days),1.038189,2.595473,2.021211,1.981211,WIN
2013-01-08,2013-01-09,2013-01-15,LONG,0.010736,1.308050,1.293999,1.343177,1.330530,Time Exit (5 days),1.074173,2.685431,1.718589,1.678589,WIN
2013-01-09,2013-01-10,2013-01-16,LONG,0.011292,1.306340,1.292549,1.340819,1.328830,Time Exit (5 days),1.055730,2.639326,1.721604,1.681604,WIN
2013-01-10,2013-01-11,2013-01-17,LONG,0.004636,1.326700,1.311322,1.365146,1.337610,Time Exit (5 days),1.159133,2.897832,0.822341,0.782341,WIN
2013-01-14,2013-01-15,2013-01-21,SHORT,-0.008961,1.338100,1.353323,1.300043,1.331230,Time Exit (5 days),1.137647,2.844118,0.513415,0.473415,WIN
2013-01-15,2013-01-16,2013-01-22,SHORT,-0.014729,1.330530,1.346440,1.290756,1.332150,Time Exit (5 days),1.195737,2.989343,-0.121756,-0.161756,LOSS
2013-01-17,2013-01-18,2013-01-24,SHORT,-0.014729,1.337610,1.353764,1.297225,1.337580,Time Exit (5 days),1.207671,3.019178,0.002243,-0.037757,LOSS
2013-01-21,2013-01-22,2013-01-25,SHORT,-0.014813,1.331230,1.347349,1.290934,1.347349,Stop Loss,1.210803,3.027007,-1.210803,-1.250803,LOSS
2013-01-23,2013-01-24,2013-01-30,LONG,0.009144,1.331750,1.316546,1.369759,1.356650,Time Exit (5 days),1.141624,2.854059,1.869720,1.829720,WIN
2013-01-24,2013-01-25,2013-01-31,LONG,0.003854,1.337580,1.322223,1.375972,1.357690,Time Exit (5 days),1.148102,2.870256,1.503461,1.463461,WIN
2013-01-25,2013-01-28,2013-02-01,LONG,0.003148,1.345690,1.330046,1.384800,1.363900,Time Exit (5 days),1.162521,2.906302,1.353209,1.313209,WIN
2013-01-28,2013-01-29,2013-02-04,LONG,0.004265,1.345470,1.330155,1.383757,1.351360,Time Exit (5 days),1.138264,2.845660,0.437765,0.397765,WIN
2013-01-29,2013-01-30,2013-02-05,LONG,0.004190,1.349150,1.333577,1.388083,1.358270,Time Exit (5 days),1.154298,2.885746,0.675981,0.635981,WIN
2013-02-04,2013-02-05,2013-02-08,LONG,0.004915,1.351360,1.336838,1.387665,1.336838,Stop Loss,1.074632,2.686579,-1.074632,-1.114632,LOSS
2013-02-06,2013-02-07,2013-02-08,LONG,0.004901,1.352150,1.337031,1.389947,1.337031,Stop Loss,1.118140,2.795350,-1.118140,-1.158140,LOSS
2013-02-11,2013-02-12,2013-02-18,LONG,0.005831,1.340440,1.324265,1.380878,1.335050,Time Exit (5 days),1.206720,3.016800,-0.402107,-0.442107,LOSS
