entry_date,exit_date,direction,entry_price,exit_price,net_return_pct,outcome,exit_reason
2022-01-19 22:00:00+00:00,2022-01-20 22:00:00+00:00,LONG,0.72118,0.719881876,-0.20000000000000928,LOSS,STOP_LOSS
2022-01-23 22:00:00+00:00,2022-01-24 22:00:00+00:00,LONG,0.71738,0.716088716,-0.20000000000000048,LOSS,STOP_LOSS
2022-01-24 22:00:00+00:00,2022-01-25 22:00:00+00:00,LONG,0.7143,0.71301426,-0.2000000000000049,LOSS,STOP_LOSS
2022-01-25 22:00:00+00:00,2022-01-26 22:00:00+00:00,LONG,0.71514,0.713852748,-0.20000000000000231,LOSS,STOP_LOSS
2022-01-26 22:00:00+00:00,2022-01-27 22:00:00+00:00,SHORT,0.71146,0.69952,1.6582391139347188,WIN,TIME_EXIT
2022-01-27 22:00:00+00:00,2022-01-30 22:00:00+00:00,SHORT,0.70323,0.704495814,-0.2000000000000045,LOSS,STOP_LOSS
2022-01-30 22:00:00+00:00,2022-01-31 22:00:00+00:00,SHORT,0.69924,0.700498632,-0.19999999999999737,LOSS,STOP_LOSS
2022-01-31 22:00:00+00:00,2022-02-01 22:00:00+00:00,SHORT,0.70674,0.708012132,-0.19999999999999735,LOSS,STOP_LOSS
2022-02-01 22:00:00+00:00,2022-02-02 22:00:00+00:00,SHORT,0.71276,0.714042968,-0.20000000000000717,LOSS,STOP_LOSS
2022-02-02 22:00:00+00:00,2022-02-03 22:00:00+00:00,SHORT,0.71378,0.7150648039999999,-0.19999999999999618,LOSS,STOP_LOSS
2022-02-03 22:00:00+00:00,2022-02-06 22:00:00+00:00,SHORT,0.7138,0.7126,0.14811431773605757,WIN,TIME_EXIT
2022-02-06 22:00:00+00:00,2022-02-07 22:00:00+00:00,SHORT,0.70798,0.7092543640000001,-0.2000000000000039,LOSS,STOP_LOSS
2022-02-07 22:00:00+00:00,2022-02-08 22:00:00+00:00,SHORT,0.71261,0.713892698,-0.2000000000000037,LOSS,STOP_LOSS
2022-02-08 22:00:00+00:00,2022-02-09 22:00:00+00:00,SHORT,0.71462,0.7159063160000001,-0.2000000000000091,LOSS,STOP_LOSS
2022-02-09 22:00:00+00:00,2022-02-10 22:00:00+00:00,SHORT,0.71791,0.71309,0.651393350141389,WIN,TIME_EXIT
2022-02-10 22:00:00+00:00,2022-02-13 22:00:00+00:00,SHORT,0.71684,0.71283,0.5393995870766236,WIN,TIME_EXIT
2022-02-13 22:00:00+00:00,2022-02-14 22:00:00+00:00,SHORT,0.71292,0.714203256,-0.20000000000000143,LOSS,STOP_LOSS
2022-02-14 22:00:00+00:00,2022-02-15 22:00:00+00:00,SHORT,0.7127,0.71398286,-0.19999999999999954,LOSS,STOP_LOSS
