pair,signal_date,entry_date,exit_date,signal,prediction,entry_price,stop_price,target_price,exit_price,exit_reason,stop_pct,target_pct,raw_return_pct,net_return_pct,outcome,year
GBPUSD,2024-04-23,2024-04-24,2024-04-30,SHORT,-0.004449,1.244860,1.257779,1.212562,1.249170,Time Exit (5 days),1.037810,2.594526,-0.346224,-0.386224,LOSS,2024
GBPUSD,2024-04-25,2024-04-26,2024-05-02,SHORT,-0.004449,1.251300,1.264216,1.219010,1.253450,Time Exit (5 days),1.032212,2.580531,-0.171821,-0.211821,LOSS,2024
GBPUSD,2024-04-29,2024-04-30,2024-05-06,SHORT,-0.004449,1.256250,1.269914,1.222090,1.256210,Time Exit (5 days),1.087676,2.719190,0.003184,-0.036816,LOSS,2024
GBPUSD,2024-05-01,2024-05-02,2024-05-08,SHORT,-0.004449,1.252650,1.265268,1.221104,1.249750,Time Exit (5 days),1.007322,2.518304,0.231509,0.191509,WIN,2024
GBPUSD,2024-05-02,2024-05-03,2024-05-09,SHORT,-0.004449,1.253450,1.265433,1.223493,1.252370,Time Exit (5 days),0.955990,2.389975,0.086162,0.046162,WIN,2024
GBPUSD,2024-05-03,2024-05-06,2024-05-10,SHORT,-0.004449,1.253970,1.266421,1.222842,1.252110,Time Exit (5 days),0.992932,2.482330,0.148329,0.108329,WIN,2024
GBPUSD,2024-05-06,2024-05-07,2024-05-13,SHORT,-0.004449,1.256210,1.268598,1.225240,1.255880,Time Exit (5 days),0.986129,2.465324,0.026269,-0.013731,LOSS,2024
GBPUSD,2024-05-08,2024-05-09,2024-05-15,SHORT,-0.004449,1.249750,1.262107,1.218858,1.262107,Stop Loss,0.988741,2.471852,-0.988741,-1.028741,LOSS,2024
GBPUSD,2024-05-10,2024-05-13,2024-05-15,SHORT,-0.004449,1.251120,1.262621,1.222368,1.262621,Stop Loss,0.919234,2.298084,-0.919234,-0.959234,LOSS,2024
GBPUSD,2024-05-14,2024-05-15,2024-05-17,SHORT,-0.004449,1.259190,1.270347,1.231298,1.270347,Stop Loss,0.886029,2.215072,-0.886029,-0.926029,LOSS,2024
GBPUSD,2024-05-16,2024-05-17,2024-05-23,SHORT,-0.004449,1.266930,1.278014,1.239220,1.269810,Time Exit (5 days),0.874865,2.187163,-0.227321,-0.267321,LOSS,2024
GBPUSD,2024-05-20,2024-05-21,2024-05-27,SHORT,-0.004449,1.270600,1.281061,1.244446,1.276790,Time Exit (5 days),0.823346,2.058364,-0.487171,-0.527171,LOSS,2024
GBPUSD,2024-05-22,2024-05-23,2024-05-29,SHORT,-0.004449,1.271660,1.281532,1.246980,1.270000,Time Exit (5 days),0.776319,1.940798,0.130538,0.090538,WIN,2024
GBPUSD,2024-05-23,2024-05-24,2024-05-28,SHORT,-0.004449,1.269810,1.279140,1.246485,1.279140,Stop Loss,0.734756,1.836889,-0.734756,-0.774756,LOSS,2024
GBPUSD,2024-07-26,2024-07-29,2024-08-02,SHORT,-0.003048,1.285420,1.294284,1.263260,1.279930,Time Exit (5 days),0.689575,1.723936,0.427098,0.387098,WIN,2024
