,EURUSD,EURUSD_pnl,GBPUSD,GBPUSD_pnl,AUDUSD,AUDUSD_pnl,USDJPY,USDJPY_pnl,win_count,has_any_win,daily_pnl
2022-02-24,False,-0.4999999999999998,False,-0.49999999999999045,True,0.00876334273546925,False,-0.5000000000000084,1,True,-1.4912366572645293
2022-02-27,False,-0.5000000000000305,False,-0.5000000000000251,False,-0.4999999999999993,False,-0.4999999999999993,0,False,-2.000000000000054
2022-03-01,True,2.071552477224504,False,-0.500000000000017,False,-0.5000000000000225,False,-0.500000000000018,1,True,0.5715524772244465
2022-03-02,True,1.2915368574330648,True,0.3721008239408243,False,-0.5000000000000243,True,1.1400410749094894,3,True,2.3036787562833543
2022-03-07,False,-0.500000000000002,True,2.378230207561722,False,-0.49999999999999223,True,1.5508352183748135,2,True,2.929065425936541
2022-03-08,False,-0.49999999999998396,False,-0.5000000000000165,False,-0.5000000000000184,True,1.1424584590834919,1,True,-0.357541540916527
2022-03-09,False,-0.500000000000008,False,-0.500000000000027,True,3.0314945248445384,True,0.926765092317263,2,True,2.958259617161766
2022-03-13,True,0.9741238051888821,True,1.5832752613240526,False,-0.500000000000004,True,4.489112159997222,3,True,6.5465112265101535
2022-03-14,False,-0.500000000000018,False,-0.4999999999999882,False,-0.5000000000000016,True,1.9011280757958111,1,True,0.40112807579580334
2022-03-15,False,-0.5000000000000145,False,-0.49999999999999944,False,-0.49999999999999023,True,1.2343299056324304,1,True,-0.26567009436757383
2022-03-16,False,-0.49999999999998124,False,-0.49999999999999145,True,6.285756884878974,True,0.592445349879123,2,True,5.878202234758124
2022-03-17,False,-0.5000000000000028,False,-0.5000000000000016,True,4.18159223087897,False,-0.499999999999995,1,True,2.681592230878971
2022-03-20,True,1.6583153036203981,False,-0.5000000000000251,True,0.7770289324547837,True,1.7732482062610022,3,True,3.708592442336159
2022-03-21,True,0.632640144665466,False,-0.500000000000016,False,-0.5000000000000044,True,3.483509589156065,2,True,3.1161497338215107
2022-03-22,False,-0.5000000000000063,False,-0.49999999999999023,True,3.438089122029039,True,3.4614887205457605,2,True,5.8995778425748036
2022-03-23,True,0.6278200943054152,False,-0.4999999999999868,True,1.4698585928921466,True,3.1415422061794254,3,True,4.739220893377
2022-03-24,False,-0.49999999999999023,True,0.3798232990737012,True,0.4867096034349415,True,1.8960472334348617,3,True,2.262580135943514
2022-03-27,True,0.2386757285084565,True,1.6640430179291816,False,-0.5000000000000155,False,-0.5000000000000084,2,True,0.9027187464376141
2022-03-28,False,-0.49999999999998995,True,1.654743700602264,False,-0.500000000000019,True,1.629309271425544,2,True,2.284052972027799
2022-03-29,False,-0.500000000000021,False,-0.49999999999998873,True,0.6208228760613242,False,-0.49999999999999395,1,True,-0.8791771239386794
2022-03-30,False,-0.5000000000000105,False,-0.5000000000000042,False,-0.5000000000000044,False,-0.4999999999999952,0,False,-2.000000000000014
2022-03-31,False,-0.5,True,0.3116677833952633,False,-0.4999999999999993,True,1.3963912026588943,2,True,0.7080589860541583
2022-04-03,True,2.0804571784884933,True,0.41993911719938576,True,2.034948277244668,True,2.177043373929599,4,True,6.712387946862146
2022-04-04,True,2.9979796378656056,False,-0.5000000000000155,True,2.8638851802403247,False,-0.500000000000017,2,True,4.861864818105897
2022-04-05,True,1.6951927458306753,True,0.8573026426142277,False,-0.5000000000000077,True,1.9839272916802297,3,True,4.036422680125125
2022-04-06,False,-0.5000000000000142,False,-0.5000000000000155,False,-0.500000000000016,True,0.7409343949250844,1,True,-0.7590656050749613
2022-04-07,True,0.3493170301828768,True,0.5583749119960741,False,-0.49999999999999556,True,0.9394832070564182,3,True,1.3471751492353734
2022-04-10,False,-0.49999999999999045,True,0.8676978021137477,False,-0.5000000000000088,True,2.82574212700052,2,True,2.6934399291142683
2022-04-11,True,2.042835815427434,True,0.6460476763896067,False,-0.49999999999999317,True,2.615812317141007,3,True,4.804695808958055
2022-04-12,False,-0.233755972069072,False,-0.500000000000008,False,-0.49999999999999273,True,0.5103190428713975,1,True,-0.7234369291976752
2022-04-13,False,-0.4999999999999925,False,-0.5000000000000255,False,-0.4999999999999968,False,-0.5000000000000155,0,False,-2.00000000000003
2022-04-14,True,1.539474554625563,True,0.9986097341488456,False,-0.49999999999998873,True,1.6217216344661307,3,True,3.65980592324055
2022-04-17,True,1.0488808037528388,True,1.2002389600458785,False,-0.49999999999999906,True,2.174358312347552,3,True,3.92347807614627
2022-04-18,True,0.34793444261419,True,1.0128274657597096,False,-0.499999999999996,True,4.8304796633497125,3,True,5.691241571723616
2022-04-19,False,-0.5000000000000084,False,-0.5000000000000245,True,3.4333723398465232,True,1.6923317714690813,2,True,4.125704111315572
2022-04-20,False,-0.4999999999999935,False,-0.5000000000000255,False,-0.25337328488531247,False,-0.5000000000000308,0,False,-1.7533732848853623
2022-04-21,True,1.269704828323218,True,4.1806690965894315,False,-0.49999999999998773,True,1.1575123682092263,3,True,6.107886293121888
2022-04-25,True,3.9077531250289037,True,5.0543857599127655,True,4.329249941380135,False,-0.5000000000000333,3,True,12.79138882632177
2022-04-26,True,3.5576989134899066,True,3.811064460942021,True,1.7538724056275115,False,-0.5000000000000032,3,True,8.622635780059436
2022-04-27,True,3.198035197232341,True,2.271735258571321,False,-0.5000000000000056,True,7.449999999999999,3,True,12.419770455803656
2022-04-28,False,-0.4999999999999943,False,-0.5000000000000214,False,-0.5000000000000195,True,2.593463365257346,1,True,1.0934633652573107
2022-05-01,False,-0.49999999999999634,False,-0.5000000000000102,True,1.5772647862717877,False,-0.500000000000013,1,True,0.07726478627176803
2022-05-02,False,-0.49999999999999145,True,1.72595194202529,False,-0.5000000000000202,True,0.6589356717935975,2,True,1.3848876138188757
2022-05-03,False,-0.5000000000000145,False,-0.500000000000018,False,-0.5000000000000038,False,-0.50000000000002,0,False,-2.000000000000056
2022-05-04,False,-0.5000000000000132,False,-0.5000000000000202,False,-0.5000000000000233,False,-0.5000000000000044,0,False,-2.0000000000000613
2022-05-05,True,1.7598035339414588,True,5.7911122459482645,True,6.2251418967322465,True,2.7814457028647355,4,True,16.557503379486707
2022-05-08,False,-0.49999999999997996,False,-0.5000000000000084,True,5.7359955005624395,True,0.14773620837942425,2,True,4.883731708941875
2022-05-09,False,-0.5000000000000198,False,-0.5000000000000108,True,4.498155273879578,False,-0.49999999999999384,1,True,2.998155273879554
2022-05-10,True,1.0343419133662963,False,-0.5000000000000214,False,-0.5000000000000105,False,-0.5000000000000318,1,True,-0.4656580866337674
2022-05-11,True,3.4547394715346504,True,2.361223147742241,False,-0.49999999999998973,False,-0.4999999999999803,2,True,4.815962619276922
2022-05-12,True,2.550650400319483,False,-0.19282682859146677,False,-0.12207622781853275,False,-0.500000000000001,1,True,1.7357473439094826
2022-05-15,False,-0.500000000000028,False,-0.5000000000000243,False,-0.5000000000000155,True,1.3833120413791313,1,True,-0.11668795862093662
2022-05-16,False,-0.5000000000000243,False,-0.49999999999999806,False,-0.5000000000000216,False,-0.5000000000000152,0,False,-2.000000000000059
2022-05-17,False,-0.4999999999999895,False,-0.4999999999999918,False,-0.49999999999999806,False,-0.4999999999999857,0,False,-1.999999999999965
2022-05-18,False,-0.49999999999998773,False,-0.5000000000000124,False,-0.5000000000000113,False,-0.500000000000005,0,False,-2.0000000000000164
2022-05-19,False,-0.5000000000000245,False,-0.49999999999998546,False,-0.500000000000024,False,-0.499999999999997,0,False,-2.000000000000031
2022-05-22,False,-0.4999999999999868,False,-0.5000000000000145,False,-0.5000000000000056,False,-0.5,0,False,-2.000000000000007
2022-05-23,False,-0.5000000000000058,False,-0.5000000000000167,False,-0.5000000000000018,False,-0.5000000000000142,0,False,-2.000000000000038
2022-05-24,False,-0.5000000000000028,False,-0.01026953149831975,True,0.6359048315839855,False,-0.4999999999999975,1,True,-0.3743646999143346
2022-05-25,True,0.08971423781224576,False,-0.5000000000000063,True,0.20329993526781326,False,-0.5000000000000092,2,True,-0.7069858269199565
2022-05-26,False,-0.5000000000000205,False,-0.5000000000000023,False,-0.4999999999999868,False,-0.49999999999999656,0,False,-2.000000000000006
2022-05-29,False,-0.5000000000000108,False,-0.5000000000000013,False,-0.5000000000000032,False,-0.500000000000019,0,False,-2.000000000000034
2022-05-30,False,-0.499999999999983,False,-0.5000000000000058,False,-0.49999999999999145,True,3.2205719368397974,1,True,1.7205719368398171
2022-05-31,True,2.8657967988865622,True,3.277274164229864,False,-0.4999999999999893,True,5.039562183984652,3,True,10.68263314710109
2022-06-01,False,-0.3760424041435487,True,0.4241235657265977,False,-0.49999999999998995,True,2.303064618923972,2,True,1.851145780507031
2022-06-02,False,-0.49999999999998873,False,-0.5000000000000234,False,-0.5000000000000068,False,-0.5000000000000155,0,False,-2.0000000000000346
2022-06-05,True,1.131769117674421,True,0.9397605494960181,True,2.3862380080657277,True,3.9360737751006973,4,True,8.393841450336863
2022-06-06,True,0.34171065639512027,False,-0.49999999999999634,False,-0.5000000000000052,True,3.2616883116882747,2,True,2.6033989680833933
2022-06-07,False,-0.4999999999999828,False,-0.5000000000000192,False,-0.4999999999999985,True,4.444479997573643,1,True,2.944479997573642
2022-06-08,False,-0.500000000000008,True,1.8461956953379732,True,4.661502564882552,True,3.2869027509652167,3,True,9.294601011185733
2022-06-09,True,4.559068856129874,True,4.356603924070826,True,5.067792673768554,False,-0.49999999999998224,3,True,13.48346545396927
2022-06-12,True,4.861841163395269,True,7.449999999999989,True,5.9879325893360145,False,-0.4999999999999998,3,True,17.799773752731273
2022-06-13,True,2.289425984746146,True,7.45,True,5.909484032276401,False,-0.500000000000021,3,True,15.148910017022526
2022-06-14,False,-0.4999999999999853,False,-0.5000000000000262,False,-0.5000000000000082,False,-0.4999999999999918,0,False,-2.0000000000000115
2022-06-15,False,-0.5000000000000034,False,-0.50000000000002,False,-0.49999999999998995,False,-0.49999999999998895,0,False,-2.0000000000000027
2022-06-16,False,-0.5000000000000259,False,-0.5000000000000209,False,-0.5000000000000177,False,-0.49999999999999273,0,False,-2.0000000000000573
2022-06-19,True,0.8599871085159255,True,2.2253381658145064,True,3.3200371768311943,True,5.4300012102142015,4,True,11.835363661375826
2022-06-20,False,-0.5000000000000155,False,-0.5000000000000165,False,-0.4999999999999925,True,3.0877343113284224,1,True,1.587734311328398
2022-06-21,False,-0.5000000000000002,False,-0.5000000000000113,False,-0.5000000000000056,True,2.1643227430941234,1,True,0.6643227430941063
2022-06-22,False,-0.4999999999999993,True,0.27989589951614346,True,2.761003069156397,False,-0.49999999999999944,2,True,2.0408989686725416
2022-06-23,True,0.191326443699965,False,-0.49999999999998496,False,-0.5000000000000073,False,-0.5000000000000077,1,True,-1.3086735563000351
2022-06-26,False,-0.5000000000000275,False,-0.5000000000000102,False,-0.49999999999999806,False,-0.5000000000000113,0,False,-2.000000000000047
2022-06-27,False,-0.5000000000000134,True,1.738653661239592,False,-0.500000000000022,True,1.8107851551517486,2,True,2.549438816391305
2022-06-28,True,3.2902626854389214,True,2.8423295176597505,True,1.596256931608136,True,2.0761202734427187,4,True,9.804969408149526
2022-06-29,True,0.8102988706794829,True,0.04234027184977275,False,-0.5000000000000188,False,-0.5000000000000301,2,True,-0.1473608574707932
2022-06-30,False,-0.500000000000023,False,-0.49999999999999045,False,-0.499999999999991,False,-0.500000000000016,0,False,-2.0000000000000204
2022-07-03,True,1.4022544521495102,True,1.5858381977455465,True,1.3190096772324296,False,-0.49999999999998396,3,True,3.8071023271275024
2022-07-04,False,-0.4999999999999853,False,-0.5000000000000172,False,-0.500000000000024,True,0.9827753759745731,1,True,-0.5172246240254533
2022-07-05,True,5.665505497246585,True,3.6762872628726404,True,2.9650314611978392,False,-0.5000000000000255,3,True,11.80682422131704
2022-07-06,True,2.5358038879582017,False,-0.4999999999999983,False,-0.500000000000014,False,-0.5000000000000098,1,True,1.0358038879581797
2022-07-07,False,-0.12365650534254376,False,-0.500000000000022,False,-0.4999999999999907,False,-0.49999999999998124,0,False,-1.6236565053425376
2022-07-10,False,-0.500000000000023,True,2.731982401570208,False,-0.5000000000000243,True,2.50640258470494,2,True,4.238384986275101
2022-07-11,True,3.4107940422270753,True,2.596713663867332,True,3.1493221527493684,True,1.4141799490017068,4,True,10.571009807845481
2022-07-12,False,-0.500000000000002,False,-0.5000000000000216,False,-0.49999999999998623,False,-0.4999999999999935,0,False,-2.000000000000003
2022-07-13,False,-0.4999999999999925,True,1.2936338250879178,False,-0.5000000000000095,True,3.7291334843281745,2,True,4.02276730941609
2022-07-14,False,-0.4999999999999983,True,0.45240059194979604,False,-0.5000000000000225,True,2.103336488405098,2,True,1.5557370803548731
2022-07-17,False,-0.5000000000000234,False,-0.4999999999999882,False,-0.5000000000000056,False,-0.49999999999998895,0,False,-2.000000000000006
2022-07-18,False,-0.5000000000000252,False,-0.49999999999998973,False,-0.49999999999999273,False,-0.500000000000016,0,False,-2.0000000000000235
2022-07-19,False,-0.5000000000000322,False,-0.5000000000000291,False,-0.500000000000003,True,0.25596652834809047,1,True,-1.2440334716519739
2022-07-20,False,-0.5000000000000155,False,-0.05416590291777926,False,-0.500000000000009,False,-0.500000000000024,0,False,-1.5541659029178279
2022-07-21,False,-0.49999999999999906,False,-0.500000000000004,False,-0.5000000000000245,False,-0.499999999999987,0,False,-2.0000000000000147
2022-07-24,False,-0.500000000000026,False,-0.4999999999999885,False,-0.5000000000000073,False,-0.500000000000018,0,False,-2.00000000000004
2022-07-25,False,-0.500000000000018,False,-0.5000000000000234,False,-0.50000000000002,True,1.413566916409625,1,True,-0.08643308359043633
2022-07-26,True,0.43681442340621746,False,-0.5000000000000023,False,-0.5000000000000084,False,-0.5000000000000142,1,True,-1.0631855765938076
2022-07-27,False,-0.500000000000024,False,-0.5000000000000134,False,-0.500000000000023,False,-0.49999999999999045,0,False,-2.0000000000000506
2022-07-28,False,-0.4999999999999832,False,-0.5000000000000152,False,-0.4999999999999993,False,-0.49999999999999906,0,False,-1.999999999999997
2022-07-31,False,-0.5000000000000073,False,-0.4999999999999998,False,-0.5000000000000002,False,-0.5000000000000268,0,False,-2.000000000000034
2022-08-01,False,-0.5000000000000301,False,-0.4999999999999843,False,-0.5000000000000155,False,-0.49999999999998124,0,False,-2.000000000000011
2022-08-02,True,2.1914532413362657,True,2.1935975883365804,True,2.5098849297900925,True,4.173704401464603,4,True,11.06864016092754
2022-08-03,False,-0.5000000000000082,False,-0.500000000000022,False,-0.5000000000000082,False,-0.49999999999999556,0,False,-2.0000000000000338
2022-08-04,False,-0.500000000000015,False,-0.5000000000000152,False,-0.499999999999987,False,-0.49999999999998224,0,False,-1.9999999999999996
2022-08-07,True,1.2601011973885496,True,1.570092435730873,False,-0.5000000000000145,True,3.975461987600099,3,True,6.305655620719508
2022-08-08,False,-0.5000000000000259,False,-0.5000000000000092,False,-0.49999999999998646,False,-0.49999999999999317,0,False,-2.0000000000000147
2022-08-09,False,-0.49999999999999123,False,-0.5000000000000034,False,-0.5000000000000155,False,-0.49999999999998396,0,False,-1.9999999999999942
2022-08-10,False,-0.49999999999998473,False,-0.5000000000000283,False,-0.5000000000000165,False,-0.49999999999999317,0,False,-2.000000000000023
2022-08-11,False,-0.5000000000000184,True,1.7821909404701692,False,-0.500000000000002,True,1.0350922986655398,2,True,1.8172832391356886
2022-08-14,True,3.830889164518674,True,2.927361397986937,False,-0.5000000000000222,False,-0.500000000000031,2,True,5.758250562505557
2022-08-15,True,2.0509837088455436,True,0.7060587706937738,True,3.296630894354637,False,-0.4999999999999885,3,True,5.553673373893965
2022-08-16,False,-0.49999999999999906,False,-0.5,True,2.9690828823697104,True,3.1652713201547353,2,True,5.134354202524447
2022-08-17,False,-0.5000000000000058,True,3.282451294942594,True,3.7453231365177024,True,3.0512747822588313,3,True,9.579049213719122
2022-08-18,True,3.283398838591788,True,4.508545249319444,True,2.0942986881937475,True,3.441997659657977,4,True,13.328240435762956
2022-08-21,True,3.5804072003489016,True,3.399287510477816,False,-0.5000000000000216,True,2.9599645280463855,3,True,9.439659238873082
2022-08-22,True,1.775108311339091,False,-0.5000000000000113,False,-0.49999999999999883,False,-0.5000000000000113,1,True,0.27510831133906954
2022-08-23,False,-0.499999999999996,False,-0.500000000000004,False,-0.5000000000000068,False,-0.4999999999999895,0,False,-1.9999999999999962
2022-08-24,False,-0.49999999999999944,False,-0.4999999999999918,False,-0.5000000000000102,False,-0.49999999999998995,0,False,-1.9999999999999913
2022-08-25,False,-0.5000000000000172,False,-0.49999999999999944,False,-0.5000000000000198,False,-0.5000000000000018,0,False,-2.000000000000038
2022-08-28,False,-0.5000000000000158,True,2.675060416068121,True,2.758344795965139,True,3.988461538461561,3,True,8.921866750494805
2022-08-29,False,-0.5000000000000152,False,-0.5000000000000222,False,-0.5000000000000214,True,2.060547652606047,1,True,0.5605476526059885
2022-08-30,False,-0.5000000000000113,True,1.9114790277552551,True,2.0800643366371054,False,-0.5000000000000105,2,True,2.9915433643923386
2022-08-31,False,-0.49999999999998146,True,2.292784566799404,True,2.3210858843785385,True,2.549793890214131,3,True,6.663664341392092
2022-09-01,True,2.3818195381034823,True,2.3652407498214596,True,1.082560756404445,True,2.30399134710213,4,True,8.133612391431516
2022-09-04,True,0.3170259834285297,True,0.47839471951768775,False,-0.5000000000000108,True,0.6741000470843486,3,True,0.9695207500305553
2022-09-05,False,-0.5000000000000127,False,-0.500000000000008,False,-0.49999999999998973,True,4.604397603252752,1,True,3.1043976032527416
2022-09-06,False,-0.5000000000000088,False,-0.49999999999999045,True,1.082436208544776,True,7.449999999999981,2,True,7.532436208544757
2022-09-07,False,-0.49999999999999223,False,-0.5000000000000177,False,-0.5000000000000122,True,2.285892191746286,1,True,0.785892191746264
2022-09-08,False,-0.499999999999987,False,-0.5000000000000142,False,-0.5000000000000026,False,-0.500000000000012,0,False,-2.000000000000016
2022-09-11,False,-0.50000000000001,False,-0.5000000000000118,False,-0.5000000000000002,False,-0.5000000000000293,0,False,-2.0000000000000515
2022-09-12,False,-0.500000000000032,False,-0.5000000000000182,False,-0.49999999999998745,False,-0.5000000000000278,0,False,-2.0000000000000657
2022-09-13,True,3.4965196688597615,True,3.058659746172462,True,5.099364222260903,False,-0.5000000000000013,3,True,11.154543637293125
2022-09-14,False,-0.500000000000011,False,-0.500000000000027,False,-0.5000000000000113,False,-0.4999999999999983,0,False,-2.0000000000000475
2022-09-15,False,-0.499999999999996,True,2.6740286174579952,True,0.9576462568905018,False,-0.5000000000000305,2,True,2.6316748743484704
2022-09-18,False,-0.50000000000001,True,0.6738098560228805,False,-0.500000000000004,False,-0.5000000000000303,1,True,-0.8261901439771638
2022-09-19,False,-0.5000000000000222,False,-0.5000000000000195,False,-0.5,True,1.3247411428891274,1,True,-0.17525885711091438
2022-09-20,True,4.613248613494008,True,3.5278644785415945,True,3.487876085146856,True,1.4181544896548495,4,True,13.047143666837309
2022-09-21,True,3.473738872403551,True,2.619555205962201,True,1.6691377403055345,False,-0.4999999999999977,3,True,7.262431818671289
2022-09-22,True,3.6578263344616895,True,7.450000000000015,False,-0.5000000000000182,False,-0.4999999999999975,2,True,10.10782633446169
2022-09-25,True,5.7394843851659125,True,7.450000000000004,True,7.4499999999999895,True,4.1243058043397,4,True,24.763790189505606
2022-09-26,True,2.0661697069918943,False,-0.4999999999999835,True,3.1717483354300127,True,2.0034309699155077,3,True,6.741349012337431
2022-09-27,False,-0.5000000000000155,False,-0.5000000000000028,False,-0.4999999999999977,False,-0.5000000000000028,0,False,-2.0000000000000187
2022-09-28,False,-0.5,False,-0.4999999999999945,False,-0.5000000000000008,False,-0.49999999999999556,0,False,-1.9999999999999907
2022-09-29,False,-0.4999999999999935,False,-0.500000000000003,True,4.450498351606215,True,1.0724765962762075,2,True,4.522974947882426
2022-10-02,False,-0.5000000000000155,False,-0.4999999999999998,False,-0.4999999999999943,False,-0.49999999999998374,0,False,-1.9999999999999933
2022-10-03,False,-0.500000000000001,False,-0.49999999999999395,False,-0.5000000000000038,False,-0.49999999999999123,0,False,-1.9999999999999898
2022-10-04,False,-0.49999999999999634,False,-0.49999999999998795,True,0.9780961806994183,False,-0.5000000000000118,1,True,-0.5219038193005777
2022-10-05,True,4.82633924101333,True,7.449999999999996,False,-0.5000000000000225,True,1.7177468600374313,3,True,13.494086101050733
2022-10-06,True,3.5690100452186693,True,5.070237296514683,True,4.765471145696921,True,1.2759343774850394,4,True,14.680652864915313
2022-10-09,True,2.133328055893213,True,2.266183717721273,True,4.2871088021467205,True,0.9818477481947281,4,True,9.668468323955935
2022-10-10,False,-0.49999999999999556,False,-0.5000000000000105,True,3.598803632307434,True,0.8996937581721705,2,True,3.4984973904795984
2022-10-11,False,-0.5000000000000042,False,-0.5000000000000077,True,0.823015873015865,True,1.9690895741556405,2,True,1.7921054471714934
2022-10-12,False,-0.5000000000000134,False,-0.500000000000006,False,-0.4999999999999968,True,2.263767430381299,1,True,0.7637674303812827
2022-10-13,False,-0.5000000000000058,False,-0.5000000000000275,False,-0.49999999999999223,True,3.153382445055702,1,True,1.6533824450556767
2022-10-16,False,-0.500000000000016,False,-0.49999999999999395,False,-0.500000000000011,True,3.173405629150311,1,True,1.6734056291502903
2022-10-17,False,-0.5000000000000038,False,-0.500000000000004,False,-0.5000000000000155,False,-0.4999999999999948,0,False,-2.000000000000018
2022-10-18,False,-0.5000000000000165,True,3.0360393040783573,False,-0.5000000000000172,True,1.468548100220773,2,True,3.5045874042990963
2022-10-19,True,1.684807750836986,True,1.8671304885590156,False,-0.4999999999999853,True,1.4490118246072594,3,True,4.500950064003275
2022-10-20,False,-0.5000000000000008,False,-0.5000000000000184,False,-0.500000000000002,False,-0.49999999999999556,0,False,-2.000000000000017
2022-10-23,False,-0.500000000000007,False,-0.5000000000000138,False,-0.499999999999987,False,-0.49999999999999306,0,False,-2.000000000000001
2022-10-24,False,-0.5000000000000124,False,-0.5000000000000275,False,-0.5000000000000182,True,0.35113197072582003,1,True,-1.1488680292742381
2022-10-25,False,-0.5000000000000034,False,-0.5000000000000115,False,-0.500000000000024,False,-0.5000000000000118,0,False,-2.0000000000000506
2022-10-26,False,-0.5000000000000016,False,-0.4999999999999985,False,-0.5000000000000002,False,-0.4999999999999843,0,False,-1.9999999999999845
2022-10-27,True,2.8068027615759696,True,0.044681482884168996,True,3.2960508907418387,False,-0.4999999999999895,3,True,5.647535135201988
2022-10-30,True,2.02465756861171,False,-0.49999999999998873,True,2.05813492063492,True,4.129881883305077,3,True,7.712674372551719
2022-10-31,True,1.9741491541768963,True,2.294673471324699,False,-0.499999999999992,False,-0.5000000000000252,2,True,3.268822625501578
2022-11-01,False,-0.5000000000000165,False,-0.49999999999998546,False,-0.499999999999995,False,-0.5000000000000142,0,False,-2.000000000000011
2022-11-02,True,3.3293354648104025,True,7.144213293409022,True,4.140380886859741,False,-0.5000000000000182,3,True,14.113929645079146
2022-11-03,False,-0.49999999999999556,True,0.33402794845689676,False,-0.5000000000000082,False,-0.49999999999999306,1,True,-1.1659720515431
2022-11-06,False,-0.5000000000000118,False,-0.49999999999999023,False,-0.5000000000000088,False,-0.500000000000014,0,False,-2.000000000000025
2022-11-07,False,-0.500000000000006,False,-0.5000000000000092,False,-0.500000000000006,False,-0.49999999999999906,0,False,-2.00000000000002
2022-11-08,False,-0.5000000000000073,False,-0.49999999999999045,False,-0.5000000000000127,False,-0.5000000000000082,0,False,-2.0000000000000187
2022-11-09,False,-0.5000000000000023,False,-0.49999999999999906,False,-0.49999999999998995,False,-0.5000000000000155,0,False,-2.000000000000007
2022-11-10,False,-0.5000000000000318,False,-0.5000000000000301,False,-0.5000000000000188,False,-0.4999999999999998,0,False,-2.00000000000008
2022-11-13,False,-0.500000000000018,False,-0.49999999999998396,False,-0.49999999999998873,False,-0.500000000000026,0,False,-2.000000000000017
2022-11-15,False,-0.5000000000000305,False,-0.4999999999999843,False,-0.500000000000017,False,-0.499999999999986,0,False,-2.0000000000000178
2022-11-20,True,2.869151564279235,False,-0.5000000000000216,True,2.9488931765831747,True,3.33069154399181,3,True,8.648736284854198
2022-11-21,True,0.49962083426147275,True,0.271455584502906,True,0.7073371725079187,True,1.5195035309375695,4,True,2.9979171222098673
2022-11-22,False,-0.49999999999999023,False,-0.5000000000000285,False,-0.49999999999999556,False,-0.5000000000000052,0,False,-2.0000000000000195
2022-11-23,False,-0.499999999999992,False,-0.499999999999983,False,-0.5000000000000248,False,-0.5000000000000233,0,False,-2.000000000000023
2022-11-27,False,-0.5000000000000127,True,3.081218058273249,True,4.103855250709525,False,-0.49999999999998745,2,True,6.1850733089827745
2022-11-28,False,-0.500000000000002,True,2.562447005829374,False,-0.5000000000000243,True,1.0339446972851372,2,True,2.596391703114485
2022-11-29,False,-0.4999999999999795,False,-0.5000000000000108,False,-0.4999999999999973,False,-0.5000000000000134,0,False,-2.000000000000001
