Year,Return (%),Trades,Win Rate (%),Avg Win (%),Avg Loss (%),Sharpe,Max DD (%),End Equity
2022,104.51715648226529,240,42.083333333333336,0.9893039271593657,-0.1988238529765903,6.414991101722665,-2.3773208403784514,2045.171564822653
2023,40.536908095798616,246,30.081300813008134,0.9149369037768991,-0.1927788102673368,3.4569195155857666,-3.9319727307990022,2874.220882456218
2024,8.233403567018803,248,28.225806451612907,0.60239293341814,-0.19122548994067373,1.2330288909590037,-6.311827354671168,3110.8670871163677
2025,42.20325674735212,232,38.362068965517246,0.716031995438393,-0.19658272496655504,4.065534691208831,-2.565861940489306,4423.754310960962
