entry_date,exit_date,direction,entry_price,exit_price,net_return_pct,outcome,exit_reason
2022-01-19 22:00:00+00:00,2022-01-20 22:00:00+00:00,SHORT,114.332,113.69,0.5415225833537382,WIN,TIME_EXIT
2022-01-20 22:00:00+00:00,2022-01-23 22:00:00+00:00,SHORT,114.106,113.986,0.08516537254832379,WIN,TIME_EXIT
2022-01-23 22:00:00+00:00,2022-01-24 22:00:00+00:00,SHORT,113.684,113.8886312,-0.20000000000000753,LOSS,STOP_LOSS
2022-01-24 22:00:00+00:00,2022-01-25 22:00:00+00:00,SHORT,113.944,114.14909920000001,-0.20000000000000567,LOSS,STOP_LOSS
2022-01-25 22:00:00+00:00,2022-01-26 22:00:00+00:00,SHORT,113.9,114.10502000000001,-0.20000000000000406,LOSS,STOP_LOSS
2022-01-26 22:00:00+00:00,2022-01-27 22:00:00+00:00,SHORT,114.65,114.85637000000001,-0.20000000000000592,LOSS,STOP_LOSS
2022-01-27 22:00:00+00:00,2022-01-30 22:00:00+00:00,SHORT,115.358,115.56564440000001,-0.2000000000000057,LOSS,STOP_LOSS
2022-01-30 22:00:00+00:00,2022-01-31 22:00:00+00:00,SHORT,115.296,114.688,0.5073383291701395,WIN,TIME_EXIT
2022-01-31 22:00:00+00:00,2022-02-01 22:00:00+00:00,LONG,115.11,114.902802,-0.2000000000000046,LOSS,STOP_LOSS
2022-02-01 22:00:00+00:00,2022-02-02 22:00:00+00:00,SHORT,114.704,114.9104672,-0.2000000000000051,LOSS,STOP_LOSS
2022-02-02 22:00:00+00:00,2022-02-03 22:00:00+00:00,SHORT,114.421,114.62695780000001,-0.20000000000000637,LOSS,STOP_LOSS
2022-02-03 22:00:00+00:00,2022-02-06 22:00:00+00:00,SHORT,114.97,115.176946,-0.2000000000000018,LOSS,STOP_LOSS
2022-02-06 22:00:00+00:00,2022-02-07 22:00:00+00:00,SHORT,115.286,115.4935148,-0.19999999999999865,LOSS,STOP_LOSS
2022-02-07 22:00:00+00:00,2022-02-08 22:00:00+00:00,SHORT,115.11,115.317198,-0.2000000000000046,LOSS,STOP_LOSS
2022-02-08 22:00:00+00:00,2022-02-09 22:00:00+00:00,SHORT,115.551,115.7589918,-0.20000000000000176,LOSS,STOP_LOSS
2022-02-09 22:00:00+00:00,2022-02-10 22:00:00+00:00,SHORT,115.518,115.7259324,-0.20000000000000365,LOSS,STOP_LOSS
2022-02-10 22:00:00+00:00,2022-02-13 22:00:00+00:00,LONG,116.025,115.81615500000001,-0.19999999999999707,LOSS,STOP_LOSS
2022-02-15 22:00:00+00:00,2022-02-16 22:00:00+00:00,SHORT,115.616,114.922,0.5802629393855544,WIN,TIME_EXIT
2022-02-16 22:00:00+00:00,2022-02-17 22:00:00+00:00,SHORT,115.49,115.072,0.3419360983634879,WIN,TIME_EXIT
2022-02-17 22:00:00+00:00,2022-02-20 22:00:00+00:00,SHORT,114.99,114.727,0.20871554048177324,WIN,TIME_EXIT
2022-02-20 22:00:00+00:00,2022-02-21 22:00:00+00:00,SHORT,115.043,115.062,-0.03651556374572225,LOSS,TIME_EXIT
2022-02-21 22:00:00+00:00,2022-02-22 22:00:00+00:00,SHORT,114.74,114.94653199999999,-0.19999999999999626,LOSS,STOP_LOSS
2022-02-22 22:00:00+00:00,2022-02-23 22:00:00+00:00,SHORT,115.074,115.2811332,-0.20000000000000107,LOSS,STOP_LOSS
2022-02-23 22:00:00+00:00,2022-02-24 22:00:00+00:00,SHORT,115.014,115.2210252,-0.2000000000000034,LOSS,STOP_LOSS
2022-02-24 22:00:00+00:00,2022-02-27 22:00:00+00:00,SHORT,115.534,115.7419612,-0.19999999999999973,LOSS,STOP_LOSS
2022-02-27 22:00:00+00:00,2022-02-28 22:00:00+00:00,LONG,115.47,115.262154,-0.20000000000000304,LOSS,STOP_LOSS
